name	type	code	alternateGfx	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade
Gothic Staff	staf	8bs	sst	0		2	1				1	14	34			1		1		25		40		38	30	3969	171204			sst	bst	8bs	6bs	stf	stf	5	staf	1	4				flpbst	invbst			1	4	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Rune Staff	staf	8ws	lst	0		3	1				1	24	58			1	20	1		25		50		43	35	6255	292965			lst	wst	8ws	6ws	stf	stf	5	staf	2	4				flpwst	invwst	inv8wsu	inv8wsu	1	6	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Edge Bow	bow	8sb	sbw	0		1	1				1	6	19				5		1	25	43	20	1	26	18	600	30825			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3				flpsbw	invsbw			1	3	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Razor Bow	bow	8hb	sbw	0		1	1				1	8	22				-10		1	25	62	32	1	29	21	1350	55687			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3				flphbw	invhbw			1	4	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Cedar Bow	bow	8lb	lbw	0		1	1				1	10	29						1	53	49	28	1	31	23	1770	72870			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4				flplbw	invlbw	inv8lbu	inv8lbu	1	5	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Double Bow	bow	8cb	lbw	0		2	1				1	11	26				-10		1	58	73	36	1	34	26	2481	103854			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3				flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Short Siege Bow	bow	8s8	sbb	0		2	1				1	13	30						1	65	80	40	1	39	31	3435	153997			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3				flpsbb	invsbb	inv8s8u	inv8s8u	1	5	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Long Siege Bow	bow	8l8	lbb	0		2	1				1	10	42				10		1	80	95	44	1	42	34	4935	232128			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4				flplbb	invlbb			1	6	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Rune Bow	bow	8sw	sbb	0		3	1				1	14	35						1	73	103	48	1	45	37	7800	378075			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3				flpswb	invswb	invswbu	invswbu	1	5	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Gothic Bow	bow	8lw	lbb	0		3	1				1	10	50				10		1	95	118	55	1	48	40	11025	558581			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4				flplwb	invlwb			1	6	0		0	5	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Arbalest	xbow	8lx	lxb	0		1	1				1	14	27				-10		1	52	61	30	1	30	22	2709	97165			lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3				flplxb	invlxb	inv8lxu	inv8lxu	1	3	0	reload lag between shots	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Siege Crossbow	xbow	8mx	lxb	0		1	1				1	19	35						1	80	70	40	1	36	28	7335	286518			lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3				flpmxb	invmxb	inv8mxu	inv8mxu	1	4	0	reload lag between shots	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Balista	xbow	8hx	hxb	0		2	1				1	24	45				10		1	110	80	50	1	43	35	12588	565284			hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4				flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Chu-Ko-Nu	xbow	8rx	hxb	0		3	1				1	14	32				-60		1	80	95	40	1	50	42	8517	451095			hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3				flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	8	0	0	5	1	0	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
KhalimFlail	mace	qf1	fla	0		1		1	15								-10	1		41	35	30		0	0	1412	0			fla	fla			1hs	1hs	5	1hsl	2	3				flpfla	invqf1			1	3	0		0	29	1	0	5	0	0	0	17	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	1	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	1	xxx	xxx
SuperKhalimFlail	mace	qf2	fla	0		1		1	15								-10	1				30		0	0	1412	0			fla	fla			1hs	1hs	5	1hsl	2	3				flpfla	invqf2			1	3	0		0	29	1	0	5	0	0	0	17	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	1	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	1	xxx	xxx
Expansion																																																	0																																																																																																											
Katar	h2h	ktr	ktr	100		2	1	4	7								-10	1		20	20	24		1	0	72	3072			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3				flpktr	invktr			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	1	2	0	1	1	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Wrist Blade	h2h	wrb	ktr	100		2	1	5	9									1		35	35	28		9	0	220	8980			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3				flpktr	invktr			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	1	1	0	1	1	0	0	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Hatchet Hands	h2h	axf	axf	100		3	1	2	15								10	1		40	40	32		12	0	466	14092			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3				flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Cestus	h2h	ces	axf	100		3	1	7	13									1		45	45	36		15	0	514	17710			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3				flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Claws	h2h	clw	clw	100		4	1	8	14								-10	1		50	50	26		18	0	683	23794			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3				flpclw	invclw			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Blade Talons	h2h	btl	clw	100		4	1	10	15								-20	1		55	55	30		21	0	847	30787			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3				flpclw	invclw			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255			1	2	0	xxx	xxx
Scissors Katar	h2h	skr	skr	100		5	1	12	18								-10	1		60	60	34		24	0	1029	39196			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3				flpskr	invskr	invskru	invskru	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	255			1	2	0	xxx	xxx
Quhab	h2h	9ar	ktr	100		2	1	11	24									1		65	65	24		26	18	2334	75475			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3				flpktr	invktr			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	1	0	1	1	0	0	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Wrist Spike	h2h	9wb	ktr	100		2	1	13	27								-10	1		73	73	28		32	24	4203	151820			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3				flpktr	invktr			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Fascia	h2h	9xf	axf	100		3	1	8	37								10	1		80	80	32		34	26	4203	162402			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3				flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Hand Scythe	h2h2	9cs	axf	100		3	1	16	34								-10	1		88	88	36		36	28	2964	128070			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3				flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	1	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Greater Claws	h2h2	9lw	clw	100		4	1	18	35								-20	1		95	95	26		39	31	5061	216598			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3				flpclw	invclw			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Greater Talons	h2h2	9tw	clw	100		4	1	21	37								-30	1		103	103	30		41	33	9291	401483			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3				flpclw	invclw			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Scissors Quhab	h2h2	9qr	skr	100		5	1	24	42									1		110	110	34		43	35	14223	635589			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3				flpskr	invskr	invskru	invskru	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	1	1	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Suwayyah	h2h2	7ar	ktr	100		2	1	17	37									1		113	113	24		54	46	7302	426246			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3				flpktr	invktr			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	1	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Wrist Sword	h2h2	7wb	ktr	100		2	1	19	41								-10	1		107	107	28		59	51	12909	791116			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3				flpktr	invktr			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	1	0	1	1	0	1	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
War Fist	h2h2	7xf	axf	100		3	1	13	53								10	1		116	116	32		61	53	12909	813744			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3				flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Battle Cestus	h2h2	7cs	axf	100		3	1	23	49								-10	1		125	125	36		62	54	9192	605221			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3				flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Feral Claws	h2h2	7lw	clw	100		4	1	25	51								-20	1		134	134	26		64	56	15483	1023414			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3				flpclw	invclw			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Runic Talons	h2h2	7tw	clw	100		4	1	29	53								-30	1		143	143	30		66	58	28173	1882373			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3				flpclw	invclw			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	1	0	0	0	0	255			1	2	0	xxx	xxx
Scissors Suwayyah	h2h2	7qr	skr	100		5	1	32	58									1		152	152	34		67	59	42969	2925790			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3				flpskr	invskr	invskru	invskru	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Tomahawk	axe	7ha	hax	100		1	1	15	33									1		50	50	28		55	47	2730	181563			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3				flphax	invhax	invhaxu	invhaxu	1	2	0		0	27	0	0	5	0	0	0	0	35	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
Small Crescent	axe	7ax	axe	100		1	1	15	43							1	10	1		102		24		58	50	4827	309801			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3				flpaxe	invaxe	invaxeu	invaxeu	1	4	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
Ettin Axe	axe	72a	axe	100		1	1	19	45							1	10	1		121		24		61	53	9057	586074			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3				flp2ax	inv2ax			1	5	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
