name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Titan Gauntlets	100	0	1	1	95	100	1	0	204	0	250	0	105	96	45481	498191	tt3	tt3			hgl	hgl	tt3	tt3	tt3	0	16	2	2	0	0	0	flphgl	invhgl5									0	0	0	0	0	glov	glv4	item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Titan Greaves	100	0	1	1	95	100	1	0	204	0	250	0	105	96	45459	497859	tt4	tt4			hbt	hbt	tt4	tt4	tt4	0	16	2	2	0	0	0	flphbt	invhbt									0	0	0	0	0	boot	bot4	item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	160	180	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Titan Belt	100	0	1	1	95	100	1	0	194	0	250	0	105	96	45051	493775	tt5	tt5			hbl	hbl	tt5	tt5	tt5	0	16	2	1	0	0	0	flphbl	invhbl									0	0	0	0	0	belt	blt4	item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Samite Vest	100	0	1	1	410	460	2	0	125	0	250	0	105	96	226927	1785276	sm1	sm1			lea	lea	sm1	sm1	sm1	0	1	2	3	1	5	1	flplea	invlea3			0	0	1	0	1	1	0	0	0	0	0	tors	tor4	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Samite Wreath	100	0	1	1	130	160	0	0	125	0	250	0	105	96	58000	1382500	sm2	sm2	15		lit	lit	sm2	sm2	sm2	0	0	2	2	1	4	1	flpci2	invci3									0	0	0	0	0	circ	hlm4	item_helm	12	item_helm	0	0	5	0	3	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	2	0	xxx	xxx	0	0	1
Samite Mitts	100	0	1	1	70	80	1	0	115	0	250	0	105	96	26920	269938	sm3	sm3			lgl	lgl	sm3	sm3	sm3	0	16	2	2	0	0	0	flplgl	invlgl									0	0	0	0	0	glov	glv4	item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Samite Boots	100	0	1	1	70	80	1	0	115	0	250	0	105	96	28315	269938	sm4	sm4			lbt	lbt	sm4	sm4	sm4	0	16	2	2	0	0	0	flplbt	invlbt									0	0	0	0	0	boot	bot4	item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	135	152	150	150	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Samite Sash	100	0	1	1	70	80	1	0	105	0	250	0	105	96	28842	270466	sm5	sm5			lbl	lbl	sm5	sm5	sm5	0	16	2	1	0	0	0	flplbl	invlbl									0	0	0	0	0	belt	blt4	item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Chaos Spirit	100	0	1	1	133	185	0	0	132	0	250	0	105	96	86575	413917	dd1	dd1			dr4	dr4	dd1	dd1	dd1	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	plt4	hlm4	item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Arreat Burgonet	100	0	1	1	144	189	0	0	196	0	250	0	105	96	88278	413921	bb1	bb1		325	ba5	bhm	bb1	bb1	bb1	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	plm4	hlm4	item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Skatsimi Crest	100	0	1	1	209	233	0	0	164	33	250	0	105	96	120042	82068	pp1	pp1		304	pa3	spk	pp1	pp1	pp1	0	7	2	4	1	4	2	flppa3	invpa14									0	0	0	0	0	asd4	shd4	item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	32	93	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Spectral Effigy	100	0	1	1	140	186	0	0	116	31	250	0	105	96	80462	82072	nn1	nn1		308	ne3	bhm	nn1	nn1	nn1	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	hed4	shd4	item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Obsidian Plate	100	0	1	1	445	495	10	0	140	0	250	0	110	99	317526	3851372	oo1	oo1			ltp	ltp	oo1	oo1	oo1	0	1	2	3	1	5	1	flpltp	invltp3			2	0	1	1	2	2	0	0	0	0	0	tors	tor4	item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Obsidian Mask	100	0	1	1	165	195	2	0	134	0	250	0	110	99	76578	799703	oo2	oo2			msk	msk	oo2	oo2	oo2	0	0	2	2	1	4	1	flpmsk	invmsk3									0	0	0	0	0	helm	hlm4	item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	2	0	xxx	xxx	0	0	1
Obsidian Gloves	100	0	1	1	105	125	1	0	172	0	250	0	110	99	39119	420620	oo3	oo3			mgl	mgl	oo3	oo3	oo3	0	16	2	2	0	0	0	flptgl	invtgl									0	0	0	0	0	glov	glv4	item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Obsidian Boots	100	0	1	1	105	125	1	0	184	0	250	0	110	99	41658	420465	oo4	oo4			mbt	mbt	oo4	oo4	oo4	0	16	2	2	0	0	0	flptbt	invtbt		invtbts							0	0	0	0	0	boot	bot4	item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	150	176	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Obsidian Belt	100	0	1	1	105	125	1	0	115	0	250	0	110	99	32656	300879	oo5	oo5			vbl	vbl	oo5	oo5	oo5	0	16	2	1	0	0	0	flpvbl	invvbl									0	0	0	0	0	belt	blt4	item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Obsidian Shield	100	0	1	1	170	200	2	0	135	30	250	0	110	99	65914	514278	oos	oos			lrg	lrg	oos	oos	oos	0	7	2	3	1	4	2	flplrg	invlrg	invlrgu	invlrgu							0	0	0	0	0	shie	shd4	item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	51	64	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	2	0	xxx	xxx	0	0	1
Dragonscale Plate	100	0	1	1	620	720	18	0	250	0	250	0	110	99	373558	4872212	ds1	ds1			aar	aar	ds1	ds1	ds1	0	1	2	3	1	5	1	flpaar	invaar3			1	2	2	2	2	0	0	0	0	0	0	tors	tor4	item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Dragonscale Helm	100	0	1	1	200	250	3	0	215	0	250	0	110	99	12000	120000	ds2	ds2			ghm	ghm	ds2	ds2	ds2	0	0	2	2	1	4	1	flpghm	invghm6									0	0	0	0	0	helm	hlm4	item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Dragonscale Gauntlets	100	0	1	1	150	180	3	0	215	0	250	0	110	99	12000	120000	ds3	ds3			hgl	hgl	ds3	ds3	ds3	0	16	2	2	0	0	0	flphgl	invhgl6									0	0	0	0	0	glov	glv4	item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Dragonscale Boots	100	0	1	1	150	180	3	0	215	0	250	0	110	99	12000	120000	ds4	ds4			hbt	hbt	ds4	ds4	ds4	0	16	2	2	0	0	0	flphbt	invhbt6									0	0	0	0	0	boot	bot4	item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	185	195	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Dragonscale Belt	100	0	1	1	150	180	3	0	215	0	250	0	110	99	12000	120000	ds5	ds5			hbl	hbl	ds5	ds5	ds5	0	16	2	1	0	0	0	flphbl	invhbl6									0	0	0	0	0	belt	blt4	item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Dragonscale Shield	100	0	1	1	190	210	2	0	140	30	250	0	110	99	85443	413914	dss	dss			spk	spk	dss	dss	dss	0	7	2	3	1	4	2	flpspk	invspk	invspku	invspku							0	0	0	0	0	shie	shd4	item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	56	64	300		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Covetous Spirit	100	0	1	1	159	209	0	0	140	0	250	0	110	99	92143	413918	dd2	dd2			dr1	dr1	dd2	dd2	dd2	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	plt4	hlm4	item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Champion Crown	100	0	1	1	167	218	0	0	206	0	250	0	110	99	97844	413922	bb2	bb2		325	ba5	bhm	bb2	bb2	bb2	0	0	2	2	1	4	1	flpba5	invba15									0	0	0	0	0	plm4	hlm4	item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Malevolent Effigy	100	0	1	1	183	228	0	0	120	33	250	0	110	99	86238	82073	nn2	nn2		308	ne2	bhm	nn2	nn2	nn2	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	hed4	shd4	item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Crusader Shield	100	0	1	1	242	285	0	0	168	35	250	0	110	99	139860	82069	pp2	pp2		304	pa5	spk	pp2	pp2	pp2	0	7	2	2	1	4	2	flppa5	invpa15									0	0	0	0	0	asd4	shd4	item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	38	90	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
The Sightless Eye	100	0	1	0	2	3	0	0	0	0	250	0	1	0	80	3016	fap	lgl			lgl	lgl	lgl	lgl	lgl	0	16	2	2	0	0	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Griswold's Galoshes	100	0	1	0	5	6	0	0	0	0	250	0	1	0	334	6584	gri	vbt			vbt	vbt	vbt	vbt	vbt	0	16	2	2	0	0	0	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	9	12	150	150	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Bovine Plate	100	0	1	0	200	200	18	0	100	0	250	0	1	85	100	200	bvp	bvp			aar	aar	bvp	bvp	bvp	0	1	2	3	1	5	1	flpaar	bovineplate			1	2	2	2	2	0	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	00	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
