name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Hyperion Javelin	jave		7ja	jav	7ja	100		1	1	14	24					19	32	14	2	-10	225	225	63	63	250		63	63	13	39		320	jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	500	500	500	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Stygian Pilum	jave		7pi	pil	7pi	100		1	1	18	25					23	34	14	2		225	225	70	70	250		68	68	14	42		320	pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	500	500	500	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Balrog Spear	jave		7s7	jav	7s7	100		1	1	18	27					23	36	14	2	10	225	225	80	80	250		73	73	15	45		320	jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	500	500	500	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ghost Glaive	jave		7gl	glv	7gl	100		1	1	16	28					21	37	14	2		225	225	88	88	250		79	79	16	48		320	glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	500	500	500	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Winged Harpoon	jave		7ts	pil	7ts	100		1	1	18	31					23	41	14	2	-20	225	225	95	95	250		85	85	17	51		320	pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	500	500	500	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Hyperion Spear	2Spe		7sr	spr	7sr	100		1	1				1	31	80			17	4	-10	275	275	72	72	250		63	63	6420	19260			spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Stygian Pike	2Spe		7tr	tri	7tr	100		1	1				1	29	88			17	4		275	275	78	78	250		69	69	6550	19650			tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Mancatcher	2Spe		7br	brn	7br	100		1	1				1	40	77			17	4	-20	275	275	92	92	250		76	76	6680	20040			brn	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Ghost Spear	2Spe		7st	tri	7st	100		1	1				1	28	108			17	4		275	275	100	100	250		85	85	6810	20430			tri	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
War Pike	2Spe		7p7	pik	7p7	100		1	1				1	45	126			17	4	15	275	275	105	105	250		87	87	6940	20820			pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik3			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Ogre Axe	pole		7o7	hal	7o7	100		1	1				1	28	96			17	4	-10	350		144		250		66	66	10645	31935			hal	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar3			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Colossus Voulge	pole		7vo	hal	7vo	100		1	1				1	23	109			17	4	10	350		162		250		72	72	10840	32520			pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Thresher	pole		7s8	scy	7s8	100		1	1				1	23	97			17	4	-10	350		176		250		74	74	11100	33300			scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy3	invscy3	invscy3	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Cryptic Axe	pole		7pa	hal	7pa	100		1	1				1	36	104			17	4	10	350		186		250		79	79	11295	33885			pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Great Poleaxe	pole		7h7	pax	7h7	100		1	1				1	47	106			17	4		350		200		250		82	82	11490	34470			hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Giant Thresher	pole		7wc	scy	7wc	100		1	1				1	47	93			17	4	-10	350		200		250		85	85	11750	35250			scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc3			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Walking Stick	staf		6ss	bst	6ss	100		1	1				1	39	59			17	2	-10	350				250		63	63	4275	12825	1		bst	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst3			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	xxx	xxx	1	0
Stalagmite	staf		6ls	sst	6ls	100		1	1				1	44	73			17	2	-10	350				250		68	68	4405	13215	1		sst	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Elder Staff	staf		6cs	cst	6cs	100		1	1				1	47	67			17	2	-10	350				250		74	74	4470	13410	1		cst	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					255			5	8	0	xxx	xxx	1	0
Shillelah	staf		6bs	sst	6bs	100		1	1				1	39	74			17	2	-10	350				250		80	80	4535	13605	1		sst	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst3			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					255			5	8	0	xxx	xxx	1	0
Archon Staff	staf		6ws	lst	6ws	100		1	1				1	47	73			17	3	-10	350				250		85	85	4665	13995	1		lst	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst3			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255			5	8	0	xxx	xxx	1	0
Spider Bow	bow		6sb	sbw	6sb	100		1	1				1	13	29			13		5		325		126	250		63	63	8500	25500			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Blade Bow	bow		6hb	sbw	6hb	100		1	1				1	12	24			13		-10		325		130	250		66	66	8695	26085			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Shadow Bow	bow		6lb	lbw	6lb	100		1	1				1	11	35			13				325		132	250		69	69	8890	26670			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Great Bow	bow		6cb	lbw	6cb	100		1	1				1	9	32			13		-10		325		133	250		72	72	9020	27060			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Diamond Bow	bow		6s7	sbb	6s7	100		1	1				1	19	24			13				325		135	250		76	76	9215	27645			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Crusader Bow	bow		6l7	lbb	6l7	100		1	1				1	11	43			13		10		325		140	250		79	79	9410	28230			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ward Bow	bow		6sw	sbb	6sw	100		1	1				1	12	45			13				325		145	250		82	82	9410	28230			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Hydra Bow	bow		6lw	lbb	6lw	100		1	1				1	13	53			13		10		325		150	250		85	85	9410	28230			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255			5	8	0	xxx	xxx	1	0
Pellet Bow	xbow		6lx	lxb	6lx	100		1	1				1	23	51			19		-10		325		130	250		67	67	8500	25500		322	lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Gorgon Crossbow	xbow		6mx	lxb	6mx	100		1	1				1	23	59			19				325		130	250		76	76	8695	26085		322	lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Colossus Crossbow	xbow		6hx	hxb	6hx	100		1	1				1	39	69			19		10		325		140	250		82	82	8890	26670		322	hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Demon Crossbow	xbow		6rx	hxb	6rx	100		1	1				1	27	53			19		-40		325		150	250		85	85	9020	27060		322	hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Eagle Orb	orb		ob1	ob1	ob1	100		1	1	3	6							14	0	-20	225	225			250		5	0	950	2850	1		bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255	5	5	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	ob6	obb	1	0
Sacred Globe	orb		ob2	ob1	ob2	100		1	1	4	9							14	0	-20	225	225			250		10	10	1050	3150	1		bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255	3	3	1	1	10					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	ob7	obc	1	0
Smoked Sphere	orb		ob3	ob3	ob3	100		1	1	7	10							14	0	-20	225	225			250		18	18	1300	3900	1		bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					20					255			1	3	10					255					255					255					255					255					255					255					255					255			5	8	0	ob8	obd	1	0
Clasped Orb	orb		ob4	ob4	ob4	100		1	1	7	11							14	0	-20	225	225			250		24	24	1450	4350	1		bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					35					255					255					255					255					255			1	2	20			5	8	0	ob9	obe	1	0
Dragon Stone	orb		ob5	ob4	ob5	100		1	1	9	14							14	0	-30	225	225			250		30	30	1700	5100	1		bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20			5	8	0	oba	obf	1	0
Stag Bow	abow		am1	am1	am1	100		1	1				1	7	9			13				325		48	250		15	15	3170	9510		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255			2	2	20					255					255					255					255					255					255					255					255					255					255					20					20			5	8	0	am6	amb	1	0
Reflex Bow	abow		am2	am2	am2	100		1	1				1	8	12			13		10		325		70	250		27	27	5575	16725		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20			5	8	0	am7	amc	1	0
Maiden Spear	aspe		am3	am3	am3	100		1	1				1	10	17			15	4	-15	275	275	28	28	250		18	18	3170	9510		324	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255			2	2	20					255					255					255					255					255					255					255					255					255					255			2	3	20					255			5	8	0	am8	amd	1	0
Maiden Pike	aspe		am4	pik	am4	100		1	1				1	13	26			15	4	-5	275	275	40	40	250		27	27	4470	13410		324	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			5	8	0	am9	ame	1	0
Maiden Javelin	ajav		am5	pil	am5	100		1	1	8	19					12	17	15	2	-20	225	225	29	29	250		24	24	7	21		321	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	500	500	500	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255			2	2	1					255					255					255					255					255					255					255					255					255					255			2	3	20			2	3	20			1	2	0	ama	amf	1	0
Glowing Orb	orb2		ob6	ob1	ob6	100		1	1	8	24							14	0	-20	225	225			250		36	36	2000	6000	1		bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Crystalline Globe	orb2		ob7	ob1	ob7	100		1	1	11	26							14	0	-20	225	225			250		42	42	2300	6900	1		bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Cloudy Sphere	orb2		ob8	ob3	ob8	100		1	1	12	25							14	0	-20	225	225			250		48	48	2550	7650	1		bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Sparkling Ball	orb2		ob9	ob4	ob9	100		1	1	13	28							14	0	-20	225	225			250		54	54	2800	8400	1		bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			5	8	0	xxx	xxx	1	0
Swirling Crystal	orb2		oba	ob4	oba	100		1	1	10	16							14	0	-30	225	225			250		60	60	2950	8850	1		bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			5	8	0	xxx	xxx	1	0
Ashwood Bow	abow		am6	am1	am6	100		1	1				1	10	16			13				325		114	250		45	45	6940	20820		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ceremonial Bow	abow		am7	am2	am7	100		1	1				1	12	29			13		10		325		136	250		57	57	9020	27060		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ceremonial Spear	aspe		am8	am3	am8	100		1	1				1	24	40			15	4	-15	275	275	64	64	250		48	48	5575	16725		324	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ceremonial Pike	aspe		am9	pik	am9	100		1	1				1	28	61			15	4	-5	275	275	76	76	250		57	57	7200	21600		324	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					255			5	8	0	xxx	xxx	1	0
Ceremonial Javelin	ajav		ama	pil	ama	100		1	1	12	25					16	33	15	2	-20	225	225	62	62	250		54	54	12	36		321	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	500	500	500	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					255			1	2	0	xxx	xxx	1	0
Heavenly Stone	orb3		obb	ob1	obb	100		1	1	21	36							14	0	-20	225	225			250		66	66	3150	9450	1		bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Eldritch Orb	orb3		obc	ob1	obc	100		1	1	27	39							14	0	-20	225	225			250		72	72	3300	9900	1		bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Demon Heart	orb3		obd	ob3	obd	100		1	1	27	41							14	0	-20	225	225			250		78	78	3400	10200	1		bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Vortex Orb	orb3		obe	ob4	obe	100		1	1	24	43							14	0	-20	225	225			250		84	84	3450	10350	1		bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			5	8	0	xxx	xxx	1	0
Dimensional Shard	orb3		obf	ob4	obf	100		1	1	27	47							14	0	-30	225	225			250		88	88	3550	10650	1		bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			5	8	0	xxx	xxx	1	0
Matriarchal Bow	abow		amb	am1	amb	100		1	1				1	16	37			13		-10		325		135	250		73	73	10645	31935		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1c	invam1c	invam1c	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Grand Matron Bow	abow		amc	am2	amc	100		1	1				1	17	49			13		10		325		150	250		88	88	11750	35250		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2c			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1	2	20	1	2	1	2	20			5	8	0	xxx	xxx	1	0
Matriarchal Spear	aspe		amd	am3	amd	100		1	1				1	57	81			15	4	-15	275	275	88	88	250		78	78	8500	25500		324	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Matriarchal Pike	aspe		ame	pik	ame	100		1	1				1	45	109			15	4	-5	275	275	100	100	250		87	87	9410	28230		324	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					255			5	8	0	xxx	xxx	1	0
MatriarchalJavelin	ajav		amf	pil	amf	100		1	1	28	45					37	60	15	2	-20	225	225	84	84	250		84	84	17	51		321	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	500	500	500	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			2	3	20			1	2	0	xxx	xxx	1	0
