description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
r08	1			100					2	r09,qty=1	isc						r08																																																																																							0
r09	1			100					2	r10,qty=1	isc						r09																																																																																							0
r10	1			100					2	r11,qty=1	isc						r10																																																																																							0
r11	1			100					2	r12,qty=1	isc						r11																																																																																							0
r12	1			100					2	r13,qty=1	isc						r12																																																																																							0
r13	1			100					2	r14,qty=1	isc						r13																																																																																							0
r14	1			100					2	r15,qty=1	isc						r14																																																																																							0
r15	1			100					2	r16,qty=1	isc						r15																																																																																							0
r16	1			100					2	r17,qty=1	isc						r16																																																																																							0
r17	1			100					2	r18,qty=1	isc						r17																																																																																							0
r18	1			100					2	r19,qty=1	isc						r18																																																																																							0
r19	1			100					2	r20,qty=1	isc						r19																																																																																							0
r20	1			100					2	r21,qty=1	isc						r20																																																																																							0
r21	1			100					2	r22,qty=1	isc						r21																																																																																							0
r22	1			100					2	r23,qty=1	isc						r22																																																																																							0
r23	1			100					2	r24,qty=1	isc						r23																																																																																							0
r24	1			100					2	r25,qty=1	isc						r24																																																																																							0
r25	1			100					2	r26,qty=1	isc						r25																																																																																							0
r26	1			100					2	r27,qty=1	isc						r26																																																																																							0
r27	1			100					2	r28,qty=1	isc						r27																																																																																							0
r28	1			100					2	r29,qty=1	isc						r28																																																																																							0
r29	1			100					2	r30,qty=1	isc						r29																																																																																							0
r30	1			100					2	r31,qty=1	isc						r30																																																																																							0
r31	1			100					2	r32,qty=1	isc						r31																																																																																							0
r32	1			100					2	r33,qty=1	isc						r32																																																																																							0
Create Key To Mancer	1			100					4	BlessedRing	BlessedAmulet	BlessedSword	SkCharm				r01																																																																																							0
eth craft weapon				100					2	weap,crf,eli	r32						usetype,mod		50	50	ethereal			1	1																																																																															0
magic weapon -> normal	1			100					3	weap,mag,noe	9as	zas					usetype,nor			100																																																																																				0
magic armor -> normal	1			100					3	armo,mag,noe	9as	zas					usetype,nor			100																																																																																				0
eth magic armor -> eth normal	1			100					3	armo,mag,eth	9as	zas					usetype,nor,eth			100																																																																																				0
eth magic weapon -> eth normal	1			100					3	weap,mag,eth	9as	zas					usetype,nor,eth			100																																																																																				0
Add Ormus Reward Norm	1			100	18	366	0		2	Warp Book	orm1						usetype,mod				ormus_norm			1	1																																																																															0
Add Ormus Reward NM	1			100	18	367	0		2	Warp Book	orm2						usetype,mod				ormus_nm			1	1																																																																															0
Add Ormus Reward Hell	1			100	18	368	0		2	Warp Book	orm3						usetype,mod				ormus_hell			1	1																																																																															0
Soulstealer Reward Failsafe	1			100	18	366	0		2	Warp Book	wtp1						usetype,mod																													wtp1																																																										0
Scarlet Reward Failsafe	1			100	18	367	0		2	Warp Book	wtp2						usetype,mod																													wtp2																																																										0
Sorrowlord Reward Failsafe	1			100	18	368	0		2	Warp Book	wtp3						usetype,mod																													wtp3																																																										0
Add Soulstealer Reward	1			100	18	370	0		2	Warp Book	wtp1						usetype,mod				trial1_done			1	1	hp%/lvl			2	2	mana%/lvl			2	2																																																																					0
Add Scarlet Reward	1			100	18	371	0		2	Warp Book	wtp2						usetype,mod				trial2_done			1	1	levelreq			16	16	hp%/lvl			2	2	mana%/lvl			2	2																																																																0
Add Sorrow Reward Hell	1			100	18	372	0		2	Warp Book	wtp3						usetype,mod				trial3_done			1	1	levelreq			24	24	dmg%-allskills		1	50	50																																																																					0
EnableDaybreakNormal				100	18	92	0		4	DaybreakSoul	dsn0	dsn1	dsn2				DaybreakSoul				aura		514	1	1	levelreq			54	54																																																																										0
EnableDaybreakNN				100	18	92	59		5	DaybreakSoul	dsn3	dsn4	dsn5	dsn6			DaybreakSoul				aura		514	2	2	levelreq			74	74	res-mag			10	10	hp-mana			60	60	res-all			5	5																																																											0
EnableDaybreakHell	1			100	18	92	0		5	DaybreakSoul	dsn7	dsn8	dsn9	dsnx			DaybreakSoul				aura		514	3	3	levelreq			84	84	res-mag			15	15	hp-mana			80	80	res-all			10	10																																																											0
Complete Legion Normal				100	18	92	54		2	DaybreakSoul	dbc1						DaybreakSoul				levelreq			59	59	res-mag			10	10	hp-mana			60	60	res-all			5	5																																																																0
Complete Legion NM				100	18	92	74		2	DaybreakSoul	dbc2						DaybreakSoul				levelreq			79	79	res-mag			15	15	hp-mana			80	80	res-all			10	10																																																																0
Complete Legion Hell	1			100	18	92	84		2	DaybreakSoul	dbc3						DaybreakSoul				levelreq			89	89	res-mag			20	20	hp-mana			100	100	res-all			15	15	allskills			1	1																																																											0
Complete Ear Charm	1			100	18	7	60		2	ear2,uni	hp						useitem	99			hp			60	60	mana			60	60																																																																										0
Create Stat Potion				100					3	Normal Eastern Ash	Normal Northern Ash	Normal Western Ash					stp1	99																																																																																						0
Create Skill Potion				100					3	Nightmare Eastern Ash	Nightmare Northern Ash	Nightmare Western Ash					skp1	99																																																																																						0
Norm East Ash				100					3	FuryCury's Eye	Nazgul's Eye	DrRod's Eye					Normal Eastern Ash	99																																																																																						0
NM East Ash				100					3	FuryCury's Brain	Nazgul's Brain	DrRod's Brain					Nightmare Eastern Ash	99																																																																																						0
Hell East Ash	1			100					3	FuryCury's Heart	Nazgul's Heart	DrRod's Heart					Hell Eastern Ash	99																																																																																						0
Norm North Ash				100					3	Pious' Eye	Alexius' Eye	Martel-'s Eye					Normal Northern Ash	99																																																																																						0
NM North Ash				100					3	Pious' Brain	Alexius' Brain	Martel-'s Brain					Nightmare Northern Ash	99																																																																																						0
Hell North Ash	1			100					3	Pious' Heart	Alexius' Heart	Martel-'s Heart					Hell Northern Ash	99																																																																																						0
Norm West Ash				100					3	Asteroth's Eye	Sandy's Eye	Kannli's Eye					Normal Western Ash	99																																																																																						0
NM West Ash				100					3	Asteroth's Brain	Sandy's Brain	Kannli's Brain					Nightmare Western Ash	99																																																																																						0
Hell West Ash	1			100					3	Asteroth's Heart	Sandy's Heart	Kannli's Heart					Hell Western Ash	99																																																																																						0
r08 + r12 + basic set weapon -> exceptional rare weapon	1			100					4	weap,bas,rar	r08	r12	zas				useitem,mod,exc			100	levelreq			2	2																																																																															0
r08 + r12 +  basic set armor -> exceptional rare armor	1			100					4	armo,bas,rar	r08	r12	zas				useitem,mod,exc			100	levelreq			2	2																																																																															0
r07 + r13 + basic set weapon -> exceptional rare weapon	1			100					4	weap,bas,rar	r07	r13	zas				useitem,mod,exc			100	levelreq			2	2																																																																															0
r07 + r13 +  basic set armor -> exceptional rare armor	1			100					4	armo,bas,rar	r07	r13	zas				useitem,mod,exc			100	levelreq			2	2																																																																															0
r07 + r13 + basic set weapon -> exceptional rare weapon	1			100					4	weap,bas,rar	r09	r11	zas				useitem,mod,exc			100	levelreq			2	2																																																																															0
r07 + r13 +  basic set armor -> exceptional rare armor	1			100					4	armo,bas,rar	r09	r11	zas				useitem,mod,exc			100	levelreq			2	2																																																																															0
r06 + r14 + basic set weapon -> exceptional rare weapon	1			100					4	weap,bas,rar	r06	r14	zas				useitem,mod,exc			100	levelreq			2	2																																																																															0
r06 + r14 +  basic set armor -> exceptional rare armor	1			100					4	armo,bas,rar	r06	r14	zas				useitem,mod,exc			100	levelreq			2	2																																																																															0
r18 + r22 + exceptional set weapon -> elite rare weapon	1			100					4	weap,exc,rar	r18	r22	zas				useitem,mod,eli			100	levelreq			2	2																																																																															0
r18 + r22 + exceptional set armor -> elite rare armor	1			100					4	armo,exc,rar	r18	r22	zas				useitem,mod,eli			100	levelreq			2	2																																																																															0
r17 + r23 + exceptional set weapon -> elite rare weapon	1			100					4	weap,exc,rar	r17	r23	zas				useitem,mod,eli			100	levelreq			2	2																																																																															0
r17 + r23 + exceptional set weapon -> elite rare weapon	1			100					4	armo,exc,rar	r17	r23	zas				useitem,mod,eli			100	levelreq			2	2																																																																															0
Legacy of Blood	1			100					5	Bloodypage1	Bloodypage2	Bloodypage3	Bloodypage4	Bloodypage5			Legacy of Blood	105																																																																																						0
Hell Ash Reward	1			100					3	Hell Eastern Ash	Hell Northern Ash	Hell Western Ash					stp1	99																												skp1	99																																																									0
el_rune	1			100	24	411	50		2	cmx1	r01						useitem				el_rune			1	1																																																																															0
eld_rune	1			100	24	412	50		2	cmx1	r02						useitem				eld_rune			1	1																																																																															0
tir_rune	1			100	24	413	50		2	cmx1	r03						useitem				tir_rune			1	1																																																																															0
nef_rune	1			100	24	414	50		2	cmx1	r04						useitem				nef_rune			1	1																																																																															0
eth_rune	1			100	24	415	50		2	cmx1	r05						useitem				eth_rune			1	1																																																																															0
ith_rune	1			100	24	416	50		2	cmx1	r06						useitem				ith_rune			1	1																																																																															0
tal_rune	1			100	24	417	50		2	cmx1	r07						useitem				tal_rune			1	1																																																																															0
ral_rune	1			100	24	418	50		2	cmx1	r08						useitem				ral_rune			1	1																																																																															0
ort_rune	1			100	24	419	50		2	cmx1	r09						useitem				ort_rune			1	1																																																																															0
thul_rune	1			100	24	420	50		2	cmx1	r10						useitem				thul_rune			1	1																																																																															0
amn_rune	1			100	24	421	50		2	cmx1	r11						useitem				amn_rune			1	1																																																																															0
sol_rune	1			100	24	422	50		2	cmx2	r12						useitem				sol_rune			1	1																																																																															0
shael_rune	1			100	24	423	50		2	cmx2	r13						useitem				shael_rune			1	1																																																																															0
dol_rune	1			100	24	424	50		2	cmx2	r14						useitem				dol_rune			1	1																																																																															0
hel_rune	1			100	24	425	50		2	cmx2	r15						useitem				hel_rune			1	1																																																																															0
io_rune	1			100	24	426	50		2	cmx2	r16						useitem				io_rune			1	1																																																																															0
lum_rune	1			100	24	427	50		2	cmx2	r17						useitem				lum_rune			1	1																																																																															0
ko_rune	1			100	24	428	50		2	cmx2	r18						useitem				ko_rune			1	1																																																																															0
fal_rune	1			100	24	429	50		2	cmx2	r19						useitem				fal_rune			1	1																																																																															0
lem_rune	1			100	24	430	50		2	cmx2	r20						useitem				lem_rune			1	1																																																																															0
pul_rune	1			100	24	431	50		2	cmx2	r21						useitem				pul_rune			1	1																																																																															0
um_rune	1			100	24	432	50		2	cmx2	r22						useitem				um_rune			1	1																																																																															0
mal_rune	1			100	24	433	50		2	cmx3	r23						useitem				mal_rune			1	1																																																																															0
ist_rune	1			100	24	434	50		2	cmx3	r24						useitem				ist_rune			1	1																																																																															0
gul_rune	1			100	24	435	50		2	cmx3	r25						useitem				gul_rune			1	1																																																																															0
vex_rune	1			100	24	436	50		2	cmx3	r26						useitem				vex_rune			1	1																																																																															0
ohm_rune	1			100	24	437	50		2	cmx3	r27						useitem				ohm_rune			1	1																																																																															0
lo_rune	1			100	24	438	50		2	cmx3	r28						useitem				lo_rune			1	1																																																																															0
sur_rune	1			100	24	439	50		2	cmx3	r29						useitem				sur_rune			1	1																																																																															0
ber_rune	1			100	24	440	50		2	cmx3	r30						useitem				ber_rune			1	1																																																																															0
jah_rune	1			100	24	441	50		2	cmx3	r31						useitem				jah_rune			1	1																																																																															0
cham_rune	1			100	24	442	50		2	cmx3	r32						useitem				cham_rune			1	1																																																																															0
zod_rune	1			100	24	443	50		2	cmx3	r33						useitem				zod_rune			1	1																																																																															0
rr01	1			100	23	411	1		2	cmx1	rr01						useitem				el_rune			-1	-1																					r01																																																										0
rr02	1			100	23	412	1		2	cmx1	rr02						useitem				eld_rune			-1	-1																					r02																																																										0
rr03	1			100	23	413	1		2	cmx1	rr03						useitem				tir_rune			-1	-1																					r03																																																										0
rr04	1			100	23	414	1		2	cmx1	rr04						useitem				nef_rune			-1	-1																					r04																																																										0
rr05	1			100	23	415	1		2	cmx1	rr05						useitem				eth_rune			-1	-1																					r05																																																										0
rr06	1			100	23	416	1		2	cmx1	rr06						useitem				ith_rune			-1	-1																					r06																																																										0
rr07	1			100	23	417	1		2	cmx1	rr07						useitem				tal_rune			-1	-1																					r07																																																										0
rr08	1			100	23	418	1		2	cmx1	rr08						useitem				ral_rune			-1	-1																					r08																																																										0
rr09	1			100	23	419	1		2	cmx1	rr09						useitem				ort_rune			-1	-1																					r09																																																										0
rr10	1			100	23	420	1		2	cmx1	rr10						useitem				thul_rune			-1	-1																					r10																																																										0
rr11	1			100	23	421	1		2	cmx1	rr11						useitem				amn_rune			-1	-1																					r11																																																										0
rr12	1			100	23	422	1		2	cmx2	rr12						useitem				sol_rune			-1	-1																					r12																																																										0
rr13	1			100	23	423	1		2	cmx2	rr13						useitem				shael_rune			-1	-1																					r13																																																										0
rr14	1			100	23	424	1		2	cmx2	rr14						useitem				dol_rune			-1	-1																					r14																																																										0
rr15	1			100	23	425	1		2	cmx2	rr15						useitem				hel_rune			-1	-1																					r15																																																										0
rr16	1			100	23	426	1		2	cmx2	rr16						useitem				io_rune			-1	-1																					r16																																																										0
rr17	1			100	23	427	1		2	cmx2	rr17						useitem				lum_rune			-1	-1																					r17																																																										0
rr18	1			100	23	428	1		2	cmx2	rr18						useitem				ko_rune			-1	-1																					r18																																																										0
rr19	1			100	23	429	1		2	cmx2	rr19						useitem				fal_rune			-1	-1																					r19																																																										0
rr20	1			100	23	430	1		2	cmx2	rr20						useitem				lem_rune			-1	-1																					r20																																																										0
rr21	1			100	23	431	1		2	cmx2	rr21						useitem				pul_rune			-1	-1																					r21																																																										0
rr22	1			100	23	432	1		2	cmx2	rr22						useitem				um_rune			-1	-1																					r22																																																										0
rr23	1			100	23	433	1		2	cmx3	rr23						useitem				mal_rune			-1	-1																					r23																																																										0
rr24	1			100	23	434	1		2	cmx3	rr24						useitem				ist_rune			-1	-1																					r24																																																										0
rr25	1			100	23	435	1		2	cmx3	rr25						useitem				gul_rune			-1	-1																					r25																																																										0
rr26	1			100	23	436	1		2	cmx3	rr26						useitem				vex_rune			-1	-1																					r26																																																										0
rr27	1			100	23	437	1		2	cmx3	rr27						useitem				ohm_rune			-1	-1																					r27																																																										0
rr28	1			100	23	438	1		2	cmx3	rr28						useitem				lo_rune			-1	-1																					r28																																																										0
rr29	1			100	23	439	1		2	cmx3	rr29						useitem				sur_rune			-1	-1																					r29																																																										0
rr30	1			100	23	440	1		2	cmx3	rr30						useitem				ber_rune			-1	-1																					r30																																																										0
rr31	1			100	23	441	1		2	cmx3	rr31						useitem				jah_rune			-1	-1																					r31																																																										0
rr32	1			100	23	442	1		2	cmx3	rr32						useitem				cham_rune			-1	-1																					r32																																																										0
rr33	1			100	23	443	1		2	cmx3	rr33						useitem				zod_rune			-1	-1																					r33																																																										0
Respecfail	1	1		100			1		1	isc							isc																																																																																							0
respecgood	1			100			1		1	isc							rspc																																																																																							0
