Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Titan			-6	1024	800	800	25	0	Act 1 (N) Equip B	4	Act 2 (N) Good	2																				0
Titan (N)			-6	1024	800	800	25	0	Act 1 (H) Equip B	4	Act 5 (N) Good	2																				0
Titan (H)			-6	1024	800	800	25	0	Act 5 (H) Equip C	4	Act 5 (H) Good	2																				0
Ancient			-6	800	1024	800	25	0	Act 1 (N) Equip A	3	Act 2 (N) Good	2																				0
Ancient (N)			-6	800	1024	800	25	0	Act 5 (N) Equip C	3	Act 5 (N) Good	2																				0
Ancient (H)			-6	800	1024	800	25	0	Act 5 (H) Equip C	3	Act 5 (H) Good	2																				0
SoulStealer			-4	1024	1024	800	25	0																								0
SoulmancerDrop			-6	1024	1024	400	25	0	Soulstone of Chaos	1	Act 1 (N) Equip B	5																				0
SoulmancerDrop(N)			-6	1024	1024	400	25	0	Soulstone of Chaos (N)	1	Act 1 (H) Equip B	5																				0
SoulmancerDrop(H)			-6	1024	1024	400	25	0	Soulstone of Chaos (H)	1	Uber Item	2	Act 5 (H) Equip C	3																		0
Ore			-6					0	HoradricOre	6																						0
Scarlet			-6	1024	1024	800	25	0																								0
LegionGuard4			-6	1024	1024	800	25	0	DaybreakSoul	1	Act 2 (N) Equip B	4	Act 2 (N) Good	1																		0
LegionGuard1			-6	1024	1024	800	25	0	dsn0	1	Act 2 (N) Equip B	4	Act 2 (N) Good	1																		0
LegionGuard2			-6	1024	1024	800	25	0	dsn1	1	Act 2 (N) Equip B	4	Act 2 (N) Good	1																		0
LegionGuard3			-6	1024	1024	800	25	0	dsn2	1	Act 2 (N) Equip B	4	Act 2 (N) Good	1																		0
LegionGuard4 (N)			-6	1024	1024	800	25	0	dsn3	1	Act 5 (N) Equip C	4	Act 5 (N) Good	1																		0
LegionGuard1 (N)			-6	1024	1024	800	25	0	dsn4	1	Act 5 (N) Equip C	4	Act 5 (N) Good	1																		0
LegionGuard2 (N)			-6	1024	1024	800	25	0	dsn5	1	Act 5 (N) Equip C	4	Act 5 (N) Good	1																		0
LegionGuard3 (N)			-6	1024	1024	800	25	0	dsn6	1	Act 5 (N) Equip C	4	Act 5 (N) Good	1																		0
LegionGuard4 (H)			-6	1024	1024	800	25	0	dsn7	1	Act 5 (H) Equip C	4	Act 5 (H) Good	1																		0
LegionGuard1 (H)			-6	1024	1024	800	25	0	dsn8	1	Act 5 (H) Equip C	3	Act 5 (H) Good	1																		0
LegionGuard2 (H)			-6	1024	1024	800	25	0	dsn9	1	Act 5 (H) Equip C	3	Act 5 (H) Good	1																		0
LegionGuard3 (H)			-6	1024	1024	800	25	0	dsnx	1	Act 5 (H) Equip C	3	Act 5 (H) Good	1																		0
Legion			-4	1024	1024	800	25	0	dbc1	1	Act 2 (N) Equip B	2	Act 2 (N) Good	1																		0
Legion (N)			-4	1024	1024	800	25	0	dbc2	1	Act 5 (N) Equip C	2	Act 5 (N) Good	1																		0
Legion (H)			-4	1024	1024	800	25	0	dbc3	1	Act 4 (H) Equip A	2	Act 5 (H) Good	1																		0
SorrowLord			-4	1024	1024	800	25	0																								0
Pious (H)			-3	1024	1024	800	25	0	Pious' Ear	1	Pious' Heart	1	Darkness (H)	1																		0
Alexius (H)			-3	1024	1024	800	25	0	Alexius' Ear	1	Alexius' Heart	1	Darkness (H)	1																		0
Martel (H)			-3	1024	1024	800	25	0	Martel-'s Ear	1	Martel-'s Heart	1	Darkness (H)	1																		0
Kannli (H)			-3	1024	1024	800	25	0	Kannli's Ear	1	Kannli's Heart	1	Darkness (H)	1																		0
Asteroth (H)			-3	1024	1024	800	25	0	Asteroth's Ear	1	Asteroth's Heart	1	Darkness (H)	1																		0
CoolPlayer (H)			-3	1024	1024	800	25	0	Sandy's Ear	1	Sandy's Heart	1	Darkness (H)	1																		0
FuryCury (H)			-3	1024	1024	800	25	0	FuryCury's Ear	1	FuryCury's Heart	1	Darkness (H)	1																		0
DrRod (H)			-3	1024	1024	800	25	0	DrRod's Ear	1	DrRod's Heart	1	Darkness (H)	1																		0
Nazgul (H)			-3	1024	1024	800	25	0	Nazgul's Ear	1	Nazgul's Heart	1	Darkness (H)	1																		0
Pious (N)			-3	1024	1024	800	25	0	Pious' Brain	1	Darkness (N)	2																				0
Alexius (N)			-3	1024	1024	800	25	0	Alexius' Brain	1	Darkness (N)	2																				0
Martel (N)			-3	1024	1024	800	25	0	Martel-'s Brain	1	Darkness (N)	2																				0
Kannli (N)			-3	1024	1024	800	25	0	Kannli's Brain	1	Darkness (N)	2																				0
Asteroth (N)			-3	1024	1024	800	25	0	Asteroth's Brain	1	Darkness (N)	2																				0
CoolPlayer (N)			-3	1024	1024	800	25	0	Sandy's Brain	1	Darkness (N)	2																				0
FuryCury (N)			-3	1024	1024	800	25	0	FuryCury's Brain	1	Darkness (N)	2																				0
DrRod (N)			-3	1024	1024	800	25	0	DrRod's Brain	1	Darkness (N)	2																				0
Nazgul (N)			-3	1024	1024	800	25	0	Nazgul's Brain	1	Darkness (N)	2																				0
Pious			-6	1024	1024	800	25	0	Pious' Eye	2	Darkness	2																				0
Alexius			-6	1024	1024	800	25	0	Alexius' Eye	2	Darkness	2																				0
Martel			-6	1024	1024	800	25	0	Martel-'s Eye	2	Darkness	2																				0
Kannli			-6	1024	1024	800	25	0	Kannli's Eye	2	Darkness	2																				0
Asteroth			-6	1024	1024	800	25	0	Asteroth's Eye	2	Darkness	2																				0
CoolPlayer			-6	1024	1024	800	25	0	Sandy's Eye	2	Darkness	2																				0
FuryCury			-6	1024	1024	800	25	0	FuryCury's Eye	2	Darkness	2																				0
DrRod			-6	1024	1024	800	25	0	DrRod's Eye	2	Darkness	2																				0
Nazgul			-6	1024	1024	800	25	0	Nazgul's Eye	2	Darkness	2																				0
CountessHR			2						r26	80	r27	60	r28	40	r29	20	r30	12	r31	6	r32	3	r33	2								0
lindwyrm			-3	1024	1024	800	25	0	Act 2 Equip B	2	Lindwyrm's Claw	1																				0
lindwyrm (N)			-3	1024	1024	800	25	0	Act 3 (N) Equip A	2	Lindwyrm's Eye	1																				0
lindwyrm (H)			-3	1024	1024	800	25	0	Act 3 (H) Equip B	2	Lindwyrm's Soulstone	1																				0
Hod			-3	1024	1024	800	25	0	Act 1 Equip C	2	Hod's Skull	1																				0
Hod (N)			-3	1024	1024	800	25	0	Act 2 (N) Equip A	2	Hod's Eye	1																				0
Hod (H)			-3	1024	1024	800	25	0	Act 2 (H) Equip A	2	Hod's Soulstone	1																				0
Chekka			-3	1024	1024	800	25	0	Act 3 Equip B	2	Chekka's Skull	1																				0
Chekka (N)			-3	1024	1024	800	25	0	Act 3 (N) Equip C	2	Chekka's Eye	1																				0
Chekka (H)			-3	1024	1024	800	25	0	Act 4 (H) Equip C	2	Chekka's Soulstone	1																				0
Yelsne			-3	1024	1024	800	25	0	Act 5 Equip B	2	Yelsne's Skull	1																				0
Yelsne (N)			-3	1024	1024	800	25	0	Act 5 (N) Equip C	2	Yelsne's Eye	1																				0
Yelsne (H)			-3	1024	1024	800	25	0	Act 5 (H) Equip B	2	Yelsne's Soulstone	1																				0
Coldcrow			-6	1024	1024	800	25	0	Act 1 Equip A	3	Act 1 Good	2	Coldcrow's Skull	1																		0
Coldcrow (N)			-6	1024	1024	800	25	0	Act 2 (N) Equip A	3	Act 1 (N) Good	2	Coldcrow's Eye	1																		0
Coldcrow (H)			-6	1024	1024	800	25	0	Act 2 (H) Equip B	3	Act 1 (H) Good	2	Coldcrow's Soulstone	1																		0
Thrack			-6	1024	1024	800	25	0	Act 2 Equip C	4	Act 2 Good	2																				0
Thrack (N)			-6	1024	1024	800	25	0	Act 3 (N) Equip B	4	Act 2 (N) Good	2																				0
Thrack (H)			-6	1024	1024	800	25	0	Act 4 (H) Equip A	4	Act 2 (H) Good	2																				0
Jewelry D			1						gld,mul=35000	80	rin	25	amu	25	jew	25	cm2	10	cm1	10	cm3	10										0
Leviathan			-4	1024	1024	800	25	0	Act 4 Equip A	4																						0
Leviathan(N)			-4	1024	1024	800	25	0	Act 2 (H) Equip A	4																						0
Leviathan(H)			-4	1024	1024	800	25	0	Act 5 (H) Equip B	4																						0
POS1			1					0	Horazon's Cloak	1	Dragon's Breach	1	Deathstalkers	1	Hammer of Jolm	1	Oblivion Touch	1	Mindcry	1	Fallen Soldier's Rage	1	Skull of Na-Krul	1								0
POS2			1					0	Scepter of the Meritorious	1	Optic Amulet	1	Zakarum's Salvation	1	Mercurial Ring	1	Intemperence	1	Chaos Flight	1	Path of the Damned	1	Leather of Aut	1	Wisdom's Wrap	1						0
POS3			1					0	Nightscape	1	Quiver of Screaming Souls	1	The Deflector	1	Roland's Bearing	1	Vyr's Clutch	1	Symbol of Toraja	1	Stonecrusher of Romus	1	Scavenger Carapace	1								0
POS4			1					0	Unhallowed Essence	1	Vyr's Arcanna	1	Gaze of Inarius	1	Norvald's Charge	1	Fortitude of Arreat	1	Manajuma's Way	1	Hand of Malevolence	1	Bow of the Dead	1	Helm of Spirits	1						0
POSLoot			1					0	POS1	1	POS2	1	POS3	1	POS4	1																0
105Trash			1					1000	gld,mul=35000	1100	Act 5 (H) Equip C	800	Runes 17	150	Jewelry D	150	ArchGem	50	wm2	20	arc	15	ChanceRespec	1	Act 5 (H) Cpot C	1300	105 T4 Drops	600				0
105Champ			-3	300	300	1024	1024	0	Act 5 (H) Citem C	1	Act 5 (H) Cpot C	1	105 T4 Drops	1																		0
105Unique			-4	300	300	1024	1024	0	Act 5 (H) Uitem C	1	Act 5 (H) Cpot C	1	105 T4 Drops	2																		0
POSBoss			-6	1000	1000	1000	1000	0	Act 5 (H) Equip C	3	105 T4 Drops	3																				0
Warlord1			1					0	Fleshstinger	1	Gibbous Moon	1	The Falcon's Talon	1	Warhelm of Kassar	1	Kekegi's Unbreakable Spirit	1	Visage of Giyua	1	Gleamsong	1	Holy Defender	1	Justinian's Panacea	1	The Mangler	1				0
Warlord2			1					0	Rod of Onan	1	Gladiator's Ring	1	Auric Amulet	1	Plume of the Incubus	1	Aranoch's Destiny	1	Ywera's Mortification	1	Bul-Katho's Skull Splitter	1	Virulent Thunder	1	Gerard's Girth	1	Mithrian Destruction	1				0
WarlordLoot			1					0	Warlord1	1	Warlord2	1																				0
110Trash			1					1000	gld,mul=40000	900	Act 5 (H) Equip C	1200	Runes 17	150	Jewelry D	150	105 T4 Drops	400	wm2	4	arc	10	ChanceRespec	1	Act 5 (H) Cpot C	1200	110 T4 Drops	400				0
110Champ			-3	300	300	1024	1024	0	Act 5 (H) Citem C	1	Act 5 (H) Cpot C	1	110 T4 Drops	1																		0
110Unique			-4	300	300	1024	1024	0	Act 5 (H) Uitem C	1	Act 5 (H) Cpot C	1	110 T4 Drops	2																		0
AlpAnzu			-6	1020	1020	800	25	0	Act 5 (H) Equip C	4	110 T4 Drops	1	105 T4 Drops	1																		0
Bartuc			-6	1020	1020	800	25	0	Act 5 (H) Equip C	3	110 T4 Drops	1	105 T4 Drops	1	cm22	1																0
Abholos			-6	1020	1020	800	25	0	Act 3 (N) Equip A	5	Corrupted Obsidian	1																				0
Abholos(N)			-6	1020	1020	800	25	0	Act 4 (H) Equip B	5	Corrupted Obsidian2	1																				0
Abholos(H)			-6	1020	1020	800	25	0	Act 5 (H) Equip C	5	Corrupted Obsidian3	1																				0
A5SuperUni			-4	900	600	1024	25	0	Act 2 (N) Equip A	4																						0
A5SuperUni (N)			-4	900	600	1024	25	0	Act 3 (H) Equip B	4																						0
A5SuperUni (H)			-4	900	600	1024	25	0	Act 5 (H) Equip C	4																						0
Belial			-6	1024	1024	1024	1024	0	Soulstone of Chaos	1	Act 1 (N) Equip B	5																				
Belial (N)			-6	1024	1024	1024	1024	0	Soulstone of Chaos (N)	1	Act 1 (H) Equip B	5																				
Belial (H)			-6	1024	1024	1024	1024	0	Act 5 (H) Equip C	5	DaybreakSoul	1																				
Azmodan			-6	1024	1024	1024	1024	0	wtp1	2	Act 1 (N) Equip B	4																				
Azmodan (N)			-6	1024	1024	1024	1024	0	wtp2	2	Act 1 (H) Equip B	4																				
Azmodan (H)			-6	1024	1024	1024	1024	0	Act 5 (H) Equip C	5	DaybreakSoul	1																				
