index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Kethryes's Flight	100	1		100	1	82	85	amb	Matriarchal Bow			5	5000								ama		4	4	sock		2	2	swing2		80	80	dmg%		400	500	att		500	500	enr		20	30	gethit-skill	601	10	50	dmg-max		66	66					res-all		20	30									0
Bloodraven's Charge	100	1		1	1	95	95	amc	Grand Matron Bow	1		5	5000	dgld	dgld						dmg%		400	500	att%		100	100	swing2		60	60	dex		20	20	dmg-norm		20	60	ethereal		1	1	ama		5	5	sock		2	2	res-all		40	50	knock		1	1	res-mag		20	30	extra-all		8	8	0
MendedHeart	100	1		1	1	20	25	am3	Maiden Spear			5	5000								ama		3	3	sock		2	2	swing2		40	40	dmg%		200	300	att		100	100	res-all		10	10	dex		12	12	dmg-norm		8	12	red-dmg%		10	10													0
AmazonCrash	100	1		1	1	58	63	am9	Ceremonial Pike			5	5000								ama		3	3	sock		2	2	swing2		45	45	dmg%		300	400	res-all		15	15	deadly		25	25	hp%		10	10	crush		8	8	red-dmg%		15	15													0
Devastator	100	1		1	1	95	95	ame	Matriarchal Pike	1		5	5000								ama		7	7	sock		2	2	swing2		60	60	dmg%		470	500	lifesteal		10	10	move2		60	60	crush		10	10	res-all		50	50	aura	Fanaticism2	10	10	dmg-norm		20	80	hp		300	400	red-dmg%		25	25	0
Brokenheart	100	1		1	1	23	28	am5	Maiden Javelin			5	5000								ama		2	2	dmg%		250	250	swing2		40	40	dex		10	10	str		10	10	sock		2	2	rep-quant	100			pierce		40	50	extra-ltng		6	6	extra-pois		6	6									0
Titan's Revenge	100	1		1	1	65	70	ama	Ceremonial Javelin			5	5000								ama		3	3	dmg%		400	400	dmg-norm		12	16	swing2		30	30	rep-quant	100			extra-ltng		8	8	dex		20	20	pierce		40	50	lifesteal		4	4	sock		2	2	extra-pois		8	8	crush		4	4	0
Thunderstroke	100	1		100	1	95	95	amf	Matriarchal Javelin	1		5	5000	dblu	dblu		invtstrk				dmg%		470	500	lifesteal		10	10	move2		40	40	swing2		100	100	extra-all		8	8	deadly		25	25	ama		5	5	sock		2	2	rep-quant	100			pierce		40	50	dmg-norm		30	40	crush		5	5	0
Magerock	100	1		1	1	15	20	ob2	Sacred Globe			5	5000								sor		1	1	cast2		10	10	enr		15	15	mana-kill		10	10	extra-fire		8	8	extra-cold		8	8	extra-ltng		8	8	skill-rand	2	36	65	skill-rand	2	36	65													0
Ethereye	100	1		1	1	35	40	ob4	Clasped Orb			5	5000								sor		2	2	cast2		15	15	extra-fire		8	8	extra-cold		8	8	extra-ltng		8	8	enr		30	30	sock		2	2	skill-rand	2	36	65	skill-rand	2	36	65													0
Philosopherstone	100	1		1	1	55	60	ob6	Glowing Orb			5	5000								sor		3	3	cast2		20	20	sock		2	2	mana-kill		25	25	regen-mana		50	50	res-all		20	20	extra-elem		8	8	skill-rand	2	36	65	skill-rand	2	36	65													0
The Oculus	100	1		1	1	75	80	ob8	Cloudy Sphere			5	5000								sor		4	4	cast2		25	25													enr		30	30	sock		2	2	extra-elem		4	4	skill-rand	2	36	65													0
Eschuta's temper	100	1		100	1	82	85	obc	Eldritch Orb			5	5000	cred							sor		5	5	cast2		30	30					res-all		25	25	sock		2	2	extra-elem		8	8	mana%		15	15	regen-mana		30	30	skill-rand	2	36	65													0
Fathom	100	1		1	1	95	95	obf	Dimensional Shard	1		3	5000	lblu			invob6				cast2		50	50	hp%		4	8					enr		40	60	mana%		40	50	sor		5	5	sock		3	3	extra-elem		4	4	regen-mana		100	100	skill-rand	2	36	65	skill-rand	2	36	65	skill-rand	2	36	65	0
Divinehand	100	1		1	1	15	20	pa2	Rondache			5	5000								pal		1	1	ac%		200	300	res-all		20	30	sock		2	2	res-mag		10	10	block-fbr		15	15	skill-rand	2	96	125																					0
Holycross	100	1		1	1	35	40	pa4	Aerin Shield			5	5000								pal		1	1	ac%		200	300	res-all		30	40	sock		2	2	res-mag		15	15	block		20	20	skill-rand	3	96	125	vit		10	15	str		10	15													0
Celestialguard	100	1		1	1	55	60	pa6	Akaran Targe			5	5000								pal		2	2	ac%		300	400	res-all		30	40	sock		3	3	res-mag		20	20	block		30	30	block2		20	20					hp		100	120	skill-rand	3	96	125									0
Herald of Zakarum	100	1		1	1	65	70	pa8	Protector Shield			5	5000								pal		3	3	ac%		300	400	res-all		40	50	sock		3	3	res-mag		25	25	block		40	40	block2		40	40					red-dmg%		10	10	skill-rand	3	96	125									0
Pepin's Concealment	100	1		1	1	82	85	pad	Ancient Shield			5	5000								pal		3	3	ac%		350	450	res-all		40	50	sock		4	4	res-mag		30	30	skilltab	11	3	4	str		30	30					red-dmg%		15	15	skill-rand	3	96	125									0
Alma Negra	100	1		100	1	82	85	pac	Sacred Rondache			5	5000	blac	blac						pal		4	4	ac%		400	500	res-all		40	50	sock		4	4	red-mag		25	35	dmg-demon		200	200	dmg-undead		200	200	dmg-norm		8	16	red-dmg%		20	20	block		50	50	skill-rand	3	96	125					0
Dragonscale	100	1		1	1	95	95	paf	Vortex Shield	1		3	5000	dgrn	dgrn						ac%		400	500	abs-elem%		1	1	res-mag		30	30	red-dmg%		20	20	block-fbr		50	50	red-mag		10	20	pal		5	5	sock		4	4	skill-rand	4	96	125	res-all		50	50	red-dmg		20	30	str		15	15	0
Strikefist	100	1		1	1	15	20	axf	Cestus			5	5000								ass		1	1	dmg%		200	300	swing2		20	20	sock		2	2	dmg-norm		6	8	skill-rand	1	186	215																									0
Nighthand	100	1		1	1	35	40	9wb	Wrist Spike			5	5000								ass		2	2	dmg%		200	300	swing2		30	30	deadly		20	20	dex		10	10	sock		2	2					extra-all		2	2	skill-rand	2	186	215	skill-rand	2	186	215									0
Vizjerei's Snare	100	1		1	1	45	50	9cs	Hand Scythe			5	5000								skilltab	18	3	3	sock		2	2	swing2		50	50	cast2		15	25	extra-all		5	5					skill	186	1	3	skill	196	1	3	skill	197	1	3	skill	206	1	3	skill	207	1	3					0
Jadetalon	100	1		1	1	55	60	9lw	Greater Claws			5	5000	cgrn	cgrn						ass		3	3	dmg%		300	400	swing2		50	50	res-all		10	15	sock		2	2	crush		4	4	move2		20	20	skill	213	1	2	extra-pois		4	4	skill-rand	2	186	215	skill-rand	2	186	215	dmg-norm		6	12	0
Cutthroat	100	1		1	1	65	70	9qr	Scissors Quhab			5	5000								ass		3	3	dmg%		300	400	swing2		60	60	att%		120	240	skilltab	19	2	3	dex		15	20	dmg-norm		10	25	sock		2	2	noheal		1	1	skill-rand	2	186	215	skill-rand	2	186	215	crush		4	4	0
Phoenix Talon	100	1		100	1	75	80	7ar	Suwayyah			5	5000								dmg%		400	500	swing2		66	66					dmg-elem	100	250	500	red-dmg%		10	15	sock		2	2	ass		4	4	skill	215	4	6	extra-elem		8	8					skill-rand	2	186	215	crush		4	4	0
Skadi's Spike	100	1		1	1	80	83	7wb	Wrist Sword			5	5000								dmg%		400	500	swing2		66	66					dmg-cold	100	250	500	sock		2	2	ass		4	4	skill	209	4	6	red-dmg%		10	15					extra-cold		8	8	skill-rand	2	186	215	crush		4	4	0
Firelizard's Talons	100	1		1	1	80	85	7lw	Feral Claws			5	5000								dmg%		400	500	swing2		66	66					dmg-fire		250	500	sock		2	2	ass		4	4	skill	194	4	6	red-dmg%		10	15					extra-fire		8	8	skill-rand	2	186	215	crush		4	4	0
Tlaloc's Touch	100	1		1	1	80	87	7tw	Runic Talons			5	5000								dmg%		400	500	swing2		66	66					dmg-ltng		1	1000	sock		2	2	ass		4	4	skill	204	4	6	red-dmg%		10	15					extra-ltng		8	8	skill-rand	2	186	215	crush		4	4	0
Shadowkiller	100	1		1	1	95	95	7qr	Scissors Suwayyah	1		5	5000				invaxfu				dmg%		470	500	lifesteal		10	10	openwounds		50	50	swing2		100	100	crush		5	5	ass		5	5	sock		2	2	extra-all		8	8	deadly		25	25	dmg-max		70	70	res-mag		15	15	skill-rand	2	186	215	0
Forestclad	100	1		1	1	15	20	dr2	Hawk Helm			5	5000								dru		1	1	ac%		200	300	balance2		30	30	hp		100	100	res-all		10	15	skill-rand	1	156	185	skill-rand	1	156	185	sock		2	2																	0
Mountainrange	100	1		1	1	35	40	dr4	Falcon Mask			5	5000								dru		2	2	ac%		200	300	str		10	10	enr		10	10	manasteal		5	5	lifesteal		4	6	sock		2	2	res-all		15	25	skill-rand	2	156	185	skill-rand	2	156	185	extra-all		3	3					0
Forest Guardian	100	1		1	1	60	65	dra	Totemic Mask			5	5000								ac%		200	300	skilltab	16	1	2	dru		2	2	cast2		15	25	sock		3	3	skill	Summon Grizzly	1	2	res-all		25	35																					0
Jalal's Mane	100	1		1	1	65	70	dr8	Hunter's Guise			5	5000								dru		3	3	ac%		300	400	balance2		30	30	res-all		25	35	manasteal		9	9	lifesteal		4	4	sock		3	3	melee-skill	597	2	5	red-dmg%		10	15	res-mag		10	15	skill-rand	3	156	185					0
Spiritkeeper	100	1		1	1	55	60	dr6	Alpha Helm			5	5000								dru		3	3	ac%		300	400	cast2		20	30									sock		3	3	res-all		30	30					skill-rand	3	156	185													0
Cerebus	100	1		100	1	82	85	drc	Sun Spirit			5	5000	dred	dred						dru		4	4	ac%		400	500	lifesteal		4	6	skill-rand	3	156	185	deadly		15	15	hp%		10	10	sock		3	3	red-dmg%		15	15	res-all		30	40													0
Ravenlore	100	1		1	1	95	95	drf	Dream Spirit	1		5	5000	dgld	dgld						ac%		400	500	res-all		40	50	cast2		40	40	hp%		15	15					res-mag		10	10	red-dmg%		15	15	lifesteal		4	6	dru		5	5	sock		3	3	dmg%		50	75	skill-rand	2	156	185	0
QUEST AND OTHER																																																																					0
Rogue's Quiver	100	1		11	1	5	10	aqv	Arrows			5	5000	dpur			invqvr1				dmg-norm		3	6	manasteal		5	5	dex		10	15	rep-quant	100			hp		25	50	res-all		5	10																									0
Marksman's Quiver	100	1		9	1	32	40	aqv	Arrows			5	5000	dpur			invqvr2				ama		1	1	dmg/lvl	3			dex		15	25	rep-quant	100			lifesteal		2	3	res-all		10	15																									0
Archer's Quiver	100	1		7	1	67	70	aqv	Arrows			5	5000	dpur			invqvr3				ama		2	2	rep-quant	100			ac%		200	300	red-dmg%		10	15	red-dmg		15	25	res-all		20	30																									0
Maiden's Quiver	100	1		5	1	92	90	aqv	Arrows			5	5000	dpur			invqvr4				aura	Sanctuary	5	10	hp		180	200	res-mag		10	10	dex		20	30	dmg-norm		7	14	rep-quant	100			res-all		20	25	ama		3	3																	0
Sparkles	100	1		7	1	5	10	cqv	Bolts			5	5000	dpur							dmg-fire		40	80	dmg-cold	50	40	80	swing2		20	20	dmg-norm		4	8	manasteal		5	5	rep-quant	100			res-all		10	15																					0
Ground Quiver	100	1		5	1	37	40	cqv	Bolts			5	5000	dpur							knock		1	1	dmg-norm		5	8	dex		20	25	swing2		25	25	lifesteal		4	6	rep-quant	100			res-all		15	20																					0
Iron Tip	100	1		3	1	67	70	cqv	Bolts			5	5000	dpur							ama		2	2	dex		30	35	dmg-norm		10	18	swing2		50	50	hp%		10	10					rep-quant	100			crush		1	1	res-all		20	25													0
Field Quiver	100	1		1	1	92	90	cqv	Bolts			5	5000	dpur							aura	Fanaticism2	10	12	dmg-norm		20	40	hp%		20	20	res-all		30	40	lifesteal		10	10	ama		4	4	rep-quant	100			crush		2	2	swing2		100	100													0
Torn Flesh of Souls	100	1		1	1	1	6	qui	Quilted Armor			5	5000	dgry	dgry						hp		100	100	indestruct		1	1	red-dmg		10	10	hp%		10	10	ac		100	100																													0
The Rainbow Cloak	100	1		1	1	5	11	lea	Leather Armor			5	5000	whit	whit						ac		25	50	all-stats		5	5	hp		50	50	res-all		10	10	sock		2	2																													0
Demonspike Coat	100	1		1	1	45	50	ful	Full Plate Mail			5	5000	dred	dred						ac%		200	300	indestruct		1	1	str		20	20	res-fire		50	50					red-dmg%		10	15	hp%		20	25	allskills		1	1																	0
Gotterdamerung	100	1		1	1	45	50	ghm	Great Helm			5	5000	blac	blac						ac%		200	300	all-stats		25	25	red-dmg%		25	25	ease		150	150	allskills		1	1	ac		150	300					hp%		10	10																	0
Overlord's Helm	100	1		1	1	25	30	msk	Mask			5	5000	dred	dred						lifesteal		4	6	dmg%		50	50	str		10	10	dex		10	10	sock		2	2	deadly		10	10	res-all		10	10																					0
Royal Circlet	100	1		1	1	35	40	crn	Crown			5	5000	lyel	lyel						allskills		1	1	ac%		200	300	all-stats		10	15	enr		30	40	sock		3	3	mana%		25	25	hp%		10	15	skill-rand	2	6	215																	0
Split Skull Shield	100	1		1	1	23	28	bsh	Bone Shield			5	5000	whit	whit						ac%		200	300	block		40	40	block2		40	40	str		20	20	sock		3	3	red-dmg%		18	18																									0
Odyssey	100	1		1	1	50	55	a03	SiegeBoots			5	5000	dred	dred						ac%		200	300	move2		50	50	crush		2	2	str		10	10	deadly		10	10	openwounds		20	20	red-dmg		15	15	dex		15	15	hp		50	60	res-mag		10	10									0
The Grizzly	100	1		1	1	35	40	gsd	Great Sword			5	5000	blac	blac						dmg%		300	350	crush		6	6	ease		20	20	str		15	15	lifesteal		4	4	rep-dur	10			deadly		25	25	sock		2	2																	0
Stonecleaver	100	1		1	1	40	45	gix	Giant Axe			5	5000	whit	whit						dmg%		300	350	str		10	15	vit		10	15	res-ltng		20	30	crush		4	4	indestruct		1	1	deadly		33	33	res-fire		20	30	sock		2	2	res-cold		20	30	res-mag		20	30					0
Messerschmidt's Reaver	100	1		1	1	95	95	7gi	Glorious Axe	1		5	5000	blac	blac		invaxe005				dmg/lvl	8			dmg%		450	500	sock		2	2	all-stats		20	30	swing2		100	100	crush		12	12	att		400	500	oskill	Zeal	20	20	deadly		25	25	allskills		4	4	res-all		40	40	res-mag		30	40	0
PrismaticLight Boots	100	1		1	1	62	68	a07	PlatBoots			5	5000	lyel	lyel						ac%		200	300	move2		20	20	ltngskill		2	2	extra-ltng		5	5					abs-ltng%		2	3	res-ltng		40	40																					0
Sigurd's Staunch	100	1		1	1	65	70	a08	PlatBelt			5	5000	lblu	lblu						ac%		200	300	dmg%		50	50	red-dmg%		10	15	res-all		15	20	str		10	10	dex		20	20	balance2		30	30	manasteal		5	5																	0
CursedRing	100	1		1	1	10	10	rin	ring		1	1	1				invrin10				str		-10	-10	vit		-10	-10	dex		-10	-10	enr		-10	-10	res-all		-10	-10	dmg%		-10	-10	cast2		-10	-10	swing2		-10	-10																	0
CursedAmulet	100	1		5	1	44	55	amu	amulet		1	1	1								allskills		-1	-1	dmg-demon		-100	-100	dmg-undead		-100	-100	att%		-100	-100	res-all		-30	-30	cast2		-25	-25																									0
CursedSword	100	1		5	1	70	75	7sm	Ataghan		1	1	1	blac							allskills		-3	-3	dmg%		-400	-400	hp%		-10	-10	mana%		-10	-10	swing2		-50	-50	cast2		-50	-50	res-all		-25	-25	all-stats		-20	-20	ethereal		1	1	indestruct		1	1									0
BlessedRing	100	1		1	1	1	30	cm5	blessed ring		1	9	6000				invrin11				dmg%		40	40	all-stats		5	5	res-mag		15	20	res-all		10	10	cast2		20	20																													0
BlessedAmulet	100	1		1	1	1	60	cm6	blessed amulet		1	9	6000				blessedamulet				allskills		2	2	dmg-demon		200	200	dmg-undead		200	200	att%		50	50	res-all		20	30	dmg-norm		5	10	cast2		10	20					res-mag		10	15	addxp		5	5	skill-rand	2	6	215					0
BlessedSword	100	1		1	1	1	80	cm7	blessed sword		1	9	6000								allskills		3	3	dmg%		400	500	res-mag		15	25	hp%		10	10	swing2		80	80	res-all		20	30	sock		3	3	deadly		25	25	ethereal		1	1	indestruct		1	1									0
Soulstone of Chaos	100	1		1	1	1	40	cm4	soulstone		1	1	1								all-stats		5	5	res-all		5	5																																									0
EvilKey	100	1		1		1	95	key6	key		1	5	5000			flpmph	invmph	item_key	12	item_key	charged	ShadowPortal1	3	1	ethereal		1	1																																									0
Boss	100	1		1	1	1	1	bx1	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	abs-plr%	66	25	25																																					0
AndyBoss	100	1		1	1	1	1	bx2	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	HellFrenzy	15	10	hit-skill	Teleport	7	1	gethit-hurt	493	10	40	abs-plr%	66	25	25	gethit-hurt	363	16	40	gethit-hurt	540	5	40																	0
DuryBoss	100	1		1	1	1	1	bx3	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	HellFrenzy	15	10	gethit-hurt	494	10	40	abs-plr%	66	25	25	att-skill	440	20	40	gethit-hurt	265	5	40	gethit-hurt	440	8	40																	0
MephBoss	100	1		1	1	1	1	bx4	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	HellFrenzy	15	10	gethit-hurt	DiabPrison	4	3	gethit-hurt	494	10	40	abs-plr%	66	25	25	gethit-hurt	408	12	40																					0
DiabBoss	100	1		1	1	1	1	bx5	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	HellFrenzy	15	10	gethit-hurt	DiabPrison	2	3	gethit-hurt	494	10	40	abs-plr%	66	25	25	gethit-hurt	649	1	1	hit-skill	649	1	1					gethit-hurt	494	10	40	swing2		100	100	gethit-hurt	362	5	40	0
BaalBoss	100	1		1	1	1	1	bx6	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	HellFrenzy	20	10	gethit-hurt	DiabPrison	4	3	gethit-hurt	Teleport	6	1	abs-plr%	66	25	25	gethit-hurt	494	8	40	gethit-hurt	660	10	40	gethit-hurt	504	3	1	gethit-hurt	510	5	1	gethit-hurt	466	10	40	gethit-hurt	441	1	40	0
EvilBoss	100	1		1	1	1	1	bx7	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	HellFrenzy	15	10	gethit-hurt	DiabPrison	4	10	gethit-hurt	Teleport	5	1	abs-plr%	66	25	25	gethit-hurt	659	100	1																					0
ClassBoss	100	1		1	1	1	1	bx8	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	MonCurseCast	3	5	abs-plr%	40	25	25																																	0
FireBoss	100	1		1	1	1	1	bx9	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	231	2	1	gethit-hurt	494	5	10	abs-plr%	66	25	25																													0
LitBoss	100	1		1	1	1	1	by1	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	245	2	1	gethit-hurt	494	5	10	abs-plr%	66	25	25																													0
ColdBoss	100	1		1	1	1	1	by2	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	358	2	1	gethit-hurt	494	5	10	abs-plr%	66	25	25																													0
PoisBoss	100	1		1	1	1	1	by3	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	363	2	1	gethit-hurt	494	5	10	abs-plr%	66	25	25																													0
SummBoss	100	1		1	1	1	1	by4	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	death-skill	425	100	1	gethit-hurt	490	5	10	abs-plr%	66	25	25																													0
NihlBoss	100	1		1	1	1	1	by5	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	Teleport	4	1	gethit-hurt	490	5	10	abs-plr%	66	25	25																													0
POSWLBossCap	100	1		1	1	1	1	by8	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	366	10	40	gethit-hurt	272	10	40	extra-all		75	75	swing2		100	100	pierce-ep		100	100	abs-plr%	66	30	30	gethit-hurt	659	100	1													0
AnzuCap	100	1		1	1	1	1	bz2	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	gethit-hurt	366	10	40	gethit-hurt	272	10	40	extra-all		75	75	swing2		100	100	pierce-ep		100	100	abs-plr%	66	30	30	death-skill	372	100	1	gethit-hurt	659	100	1									0
POSWLTrashCap	100	1		1	1	1	1	by9	bosscap			3	5000												pierce-ep		100	100	move2		40	40	gethit-hurt	272	10	10	death-skill	441	1	20	abs-plr%	15	10	10																									0
AncBoss	100	1		1	1	1	1	bz1	bosscap			3	5000								aura	Boss Prayer	3	3	gethit-hurt	Boss Hault	100	1	abs-plr%	66	25	25									swing2		100	100	gethit-hurt	535	5	40					gethit-hurt	464	5	40	move2		50	50					death-skill	441	100	40	0
HoradricOre	100	1		1		0	0	ore	Ore			5	5000																																																								0
ManaCheat	100			1	1	1	1	cm1	charm			5	5000			flpeye	invanni	item_monsterguts	12	item_monsterguts											1				50																																		0
DamageCheat	100			1	1	1	1	cm1	charm			5	5000			flpeye	invanni	item_monsterguts	12	item_monsterguts	pierce-all		33	33	extra-fire		33	33	oskill	Teleport	1	1	extra-cold		33	33	extra-ltng		33	33	extra-pois		33	33	extra-mag		33	33	addxp		500	500	cheap		100	100													0
ShadowWarriorStats	100	1		1	1	1	1	by6	Mask. Read oSkill			3	5000	blac	blac						oskill	ShadowWarriorsStats	1	1					gethit-skill	Burst of Speed	10	10																																					0
ShadowMasterStats	100			1	1	1	1	by7	Circlet. Read oSkill			3	5000								oskill	ShadowMasterStats	1	1																																													0
Warp Book	100	1		1	1	1	33	cm11			1	5	5000	blac	blac																																																						0
Ring of Truth	100	1		1	1	1	8	rin1	Player Ring		1	5	5000	dpur			invchl3				res-all		5	5	hp		20	20	dr-mdr		3	3	move2		20	20	ac%		20	20	res-mag		5	5	res-pois-len		15	15	cast2		5	5	balance2		20	20													0
Ring of Regha	100	1		1	1	1	45	rin2	Player Ring		1	5	5000	dpur			invroot				gold%		30	30	move2		30	30	res-all		5	5	mag%		15	15	cast2		10	10	allskills		1	1	dmg-norm		1	3	res-mag		5	5	balance2		25	25	dr-mdr		6	6									0
Empyrean Band	100	1		1	1	1	75	rin3	Player Ring		1	5	5000	dpur			invremp				hp		40	40	res-all		10	10	allskills		1	1	red-dmg%		5	5	res-mag		5	5	dmg-norm		2	4					cast2		15	15	balance2		30	30	mag%		20	20	gold%		40	40					0
DaybreakSoul	100	1		1	1	1	1	cm8	charm		1	3	5000	lgld			invchm4u																																																				0
Soulstone of Chaos (N)	100	1		1	1	1	70	cm4	charm		1	3	5000	lgld							addxp		5	5	mana		40	60	hp		40	60	res-mag		5	5	allskills		1	1																													0
Soulstone of Chaos (H)	100	1		1	1	1	97	cm4	charm		1	3	5000	lgld							mana		180	200	hp		180	200	dmg-norm		5	10	allskills		2	2	all-stats		5	5																													0
FuryCury's Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							skill-rand	1	6	215																																													0
Nazgul's Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							balance2		40	40	block1		40	40																																									0
DrRod's Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							res-pois-len		40	40																																													0
Pious' Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							crush		2	2																																													0
Alexius' Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							extra-all		5	5																																													0
Martel-'s Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							hit-skill	604	6	1																																													0
Asteroth's Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							red-dmg%		10	10																																													0
Sandy's Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							castDelayRed%		10	10																																													0
Kannli's Ear	100	1		1	1	1	95	ear2	Unique Ear			3	5000	lgld							res-mag		10	10																																													0
FuryCury's Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
Nazgul's Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
DrRod's Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
Pious' Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
Alexius' Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
Martel-'s Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
Asteroth's Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
Sandy's Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
Kannli's Eye	100			1	1	1	1	are1	Arimyth Eye			3	5000	lgld																																																							0
FuryCury's Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
Nazgul's Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
DrRod's Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
Pious' Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
Alexius' Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
Martel-'s Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
Asteroth's Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
Sandy's Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
Kannli's Brain	100			1	1	1	1	arb1	Arimyth Brain			3	5000	lgld																																																							0
FuryCury's Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
Nazgul's Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
DrRod's Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
Pious' Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
Alexius' Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
Martel-'s Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
Asteroth's Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
Sandy's Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
Kannli's Heart	100	1		1	1	1	1	arh1	Arimyth Heart			3	5000	lgld																																																							0
Normal Eastern Ash	100	1		1	1	1	1	eash	Ash			3	5000	lgld																																																							0
Nightmare Eastern Ash	100	1		1	1	1	1	eash	Ash			3	5000	lgld																																																							0
Hell Eastern Ash	100	1		1	1	1	1	eash	Ash			3	5000	lgld																																																							0
Normal Northern Ash	100	1		1	1	1	1	nash	Ash			3	5000	lgld																																																							0
Nightmare Northern Ash	100	1		1	1	1	1	nash	Ash			3	5000	lgld																																																							0
Hell Northern Ash	100	1		1	1	1	1	nash	Ash			3	5000	lgld																																																							0
Normal Western Ash	100	1		1	1	1	1	wash	Ash			3	5000	lgld																																																							0
Nightmare Western Ash	100	1		1	1	1	1	wash	Ash			3	5000	lgld																																																							0
Hell Western Ash	100	1		1	1	1	1	wash	Ash			3	5000	lgld																																																							0
Unquenchable Thirst for Souls	100	1		5	1	80	80	rin	Ring			5	5000	lgld			invbos1				melee-skill	606	6	1	hp		80	100	deadly		5	5	att		50	100	res-all		10	15	gold%		25	50	dmg-demon		50	100	dmg-undead		50	100	allskills		1	1	dex		10	15									0
