Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	minHP(N)	maxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	minHP(H)	maxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
sandraider1	29	sandraider1	sandraider2	0	SandRaider	sandraider1	ColdAttacks	sandraider	SandRaider	HumanBehemoth	SR	1													2	3		7	7	1	16	55	75	sandraider	sandraider	10	15	12	9	45	45	45	0	0	0	60	50	40	80	85	90	75	80	85	10	10	10	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	3																						100	75	50				25		33				33		33				33		33				2				25	25	25	0	202	202	84	125	88	122	180	120	140	200	120	140	250	168	168	110	160	88	122	180	120	140	200	120	140	250	135	135	110	160	88	122	180	120	140	200	120	140	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sandraider2	30	sandraider1	sandraider3	1	Marauder	sandraider2	ColdAttacks	sandraider	SandRaider	HumanBehemoth	SR	1													2	4		8	8	1	21	57	77	sandraider	sandraider	10	15	12	9	45	45	45	0	0	0	50	40	30	80	85	90	75	80	85	9	9	9	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	4																						100	75	50				25		33				33		33				33		33				2				32	32	32	0	204	204	84	125	89	123	181	121	141	200	121	141	250	168	168	110	160	89	123	181	121	141	200	121	141	250	142	142	110	160	89	123	181	121	141	200	121	141	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider3	31	sandraider1	sandraider4	2	Invader	sandraider3	FireAttacks	sandraider	SandRaider	HumanBehemoth	SR	1													3	4		9	9	1	23	58	78	sandraider	sandraider	10	15	12	9	45	45	45	0	0	0	40	30	20	85	90	95	80	85	90	8	8	8	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	5																						100	75	50				25		33				33		33				33		33				2				34	34	34	0	206	206	84	125	90	124	182	122	142	200	122	142	250	168	168	110	160	90	124	182	122	142	200	122	142	250	143	143	110	160	90	124	182	122	142	200	122	142	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider4	32	sandraider1	sandraider5	3	Infidel	sandraider4	ColdAttacks	sandraider	SandRaider	HumanBehemoth	SR	1													4	5		10	10	1	25	60	80	sandraider	sandraider	10	15	12	9	45	45	45	0	0	0	35	25	10	88	95	99	80	85	90	7	7	7	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	6																						100	75	50				25		33				33		33				33		33				2				44	44	44	0	208	208	85	125	91	125	183	123	143	200	123	143	250	168	168	110	160	91	125	183	123	143	200	123	143	250	144	144	110	160	91	125	183	123	143	200	123	143	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
sandraider5	33	sandraider1	sandraider6	4	Assailant	sandraider5	FireAttacks	sandraider	SandRaider	HumanBehemoth	SR	1													5	5		11	11	1	23	59	79	sandraider	sandraider	10	12	10	8	45	45	45	0	0	0	30	20	10	90	99	100	80	85	90	6	6	6	1	1	1	50	50	50													1	1									1	1	1	1	1							1		Fire Hit	seq_firehit	7																						75	66	33				25		33				33		33				33		33				2				48	48	48	0	230	230	85	125	92	126	200	123	144	200	123	144	250	400	400	110	160	92	126	200	123	144	200	123	144	250	600	600	110	160	92	126	200	123	144	200	123	144	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
gorgon1	34	gorgon1	gorgon2	0	unused	gorgon1			Idle		GO	1																									15	12	9	40	40	40																																																																																																									2																																																																																																											0
gorgon2	35	gorgon1	gorgon3	1	unused	gorgon2			Idle		GO	1																									15	12	9	40	40	40																																																																																																									2																																																																																																											0
gorgon3	36	gorgon1	gorgon4	2	unused	gorgon3			Idle		GO	1																									15	12	9	40	40	40																																																																																																									2																																																																																																											0
gorgon4	37	gorgon1		3	unused	gorgon4			Idle		GO	1																									15	12	9	40	40	40																																																																																																									2																																																																																																											0
wraith1	38	wraith1	wraith2	0	Ghost	wraith1	Curser	Undead	Wraith	drains mana	WR	1													1	2		8	8	1	10	53	73	wraith	wraith	10	15	12	9	40	40	40	80	90	90	8	6	4	85	85	90																									1	1					1			1	1			1	1																																				-25	-25	-25	30				33	33	55				33	33	55			33	33	33	2				8	8	8	0	190	190	84	150	101	131	110							158	158	130	160	101	131	110							142	142	130	160	101	131	110							A1	mana	40	60	100		50	100	200		60	200	300																														Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
wraith2	39	wraith1	wraith3	1	Wraith	wraith2	Curser	Undead	Wraith	drains mana	WR	1													2	3		8	8	1	13	54	74	wraith	wraith	10	15	12	9	40	40	40	80	90	90	8	6	4	85	85	90																									1	1					1			1	1			1	1																																				-25	-25	-25	35				33	33	60				33	33	60			33	33	33	2				11	11	11	0	192	192	84	150	102	132	112							159	159	130	160	102	132	112							143	143	130	160	102	132	112							A1	mana	45	60	100		55	100	200		65	200	300																														Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
wraith3	40	wraith1	wraith4	2	Specter	wraith3	Curser	Undead	Wraith	drains mana	WR	1													3	3		9	9	1	24	59	79	wraith	wraith	10	15	12	9	40	40	40	80	90	90	7	6	4	85	90	90																									1	1					1			1	1			1	1																																				-25	-25	-25	40				33	33	65				33	33	65			33	33	33	2				19	19	19	0	194	194	84	150	103	134	118							160	160	130	160	103	134	118							144	144	130	160	103	134	118							A1	mana	50	60	100		60	100	200		70	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith4	41	wraith1	wraith5	3	Apparition	wraith4	Curser	Undead	Wraith	drains mana	WR	1													3	4		9	9	1	25	60	80	wraith	wraith	10	15	12	9	40	40	40	80	90	90	6	4	3	90	90	95																									1	1					1			1	1			1	1																																				-25	-25	-25	33				33	33	70				33	33	70			33	33	33	2				20	20	20	0	196	196	85	150	104	135	120							161	161	130	160	104	135	120							145	145	130	160	104	135	120							A1	mana	60	60	100		70	100	200		80	200	300																														Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith5	42	wraith1	wraith6	4	DarkShape	wraith5	Curser	Undead	Wraith	drains mana	WR	1													4	4		10	10	1	28	61	81	wraith	wraith	10	15	12	9	40	40	40	90	100	100	4	3	2	95	95	99																									1	1					1			1	1			1	1																																				-25	-25	-25	60				33	33	80				33	33	80			33	33	33	2				22	22	22	0	228	228	85	150	105	136	122							162	162	130	160	105	136	122							150	150	130	160	105	136	122							A1	mana	75	70	120		80	100	200		90	200	300																														Act 3 Wraith B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
corruptrogue1	43	corruptrogue1	corruptrogue2	0	DarkHunter	corruptrogue1	Attacker	HumanDemon	CorruptRogue	HumanDemon	CR	1													2	3		5	7	2	3	51	71	corruptrogue	corruptrogue	10	15	12	9	40	40	40	60	70	80	9	8	6	75	80	85	100	100	100	20	50	75																			1	1									1			1	1							1																										100	75	50	-25	-25	-25			25						33						66				2				12	12	12	0	132	132	84	80	65	125	101							104	104	95	120	65	125	101							105	105	95	120	65	125	101																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
corruptrogue2	44	corruptrogue1	corruptrogue3	1	VileHunter	corruptrogue2	Attacker	HumanDemon	CorruptRogue	HumanDemon	CR	1													2	4		6	8	2	7	52	72	corruptrogue	corruptrogue	10	15	12	9	40	40	40	70	80	90	8	7	6	80	85	90	100	100	100	20	50	75																			1	1									1			1	1							1																										100	75	50	-25	-25	-25			25						33							66			2				18	18	18	0	124	124	84	80	66	126	102							105	105	95	120	66	126	102							105	105	95	120	66	126	102																																																	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
corruptrogue3	45	corruptrogue1	corruptrogue4	2	DarkStalker	corruptrogue3	Attacker	HumanDemon	CorruptRogue	HumanDemon	CR	1													3	4		7	10	2	10	53	73	corruptrogue	corruptrogue	10	15	12	9	40	40	40	80	85	90	7	6	5	85	90	95	100	100	100	20	50	75																			1	1									1			1	1							1		CountessFirewall	A1	1																						100	75	50	-25	-25	-25			25						33								66		2				25	25	25	0	126	126	84	80	67	127	103							106	106	95	120	67	127	103							105	105	95	120	67	127	103																																																	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue4	46	corruptrogue1	corruptrogue5	3	BlackRogue	corruptrogue4	Attacker	HumanDemon	CorruptRogue	HumanDemon	CR	1													3	5		8	12	2	12	54	74	corruptrogue	corruptrogue	10	15	12	9	40	40	40	90	95	95	6	5	4	88	95	95	100	100	100	20	50	75																			1	1									1			1	1							1																										100	75	50	-25	-25	-25			25						33									66	2				33	33	33	0	128	128	84	80	68	128	104							107	107	95	120	68	128	104							105	105	95	120	68	128	104																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue5	47	corruptrogue1	countessminion	4	FleshHunter	corruptrogue5	Attacker	HumanDemon	CorruptRogue	HumanDemon	CR	1													4	5		9	12	1	12	54	74	corruptrogue	corruptrogue	10	15	12	9	40	40	40	99	99	99	5	4	3	90	99	100	100	100	100	20	50	75																			1	1									1			1	1							1																										100	75	50	-25	-25	-25	33		25				33		33	33	33	33	20	20	33	33	33	33	2				40	40	40	0	140	140	85	80	69	129	105							108	108	95	120	69	129	105							105	105	95	120	69	129	105																																																	Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1	FireAttacks	Beast	Baboon	Beast	BB	1													2	3		7	12	1	23	58	78	baboon	baboon	10	15	12	9	40	40	40	33	33	33	25	30	35	60	60	65	15	15	15	2	2	3																			1	1									1			1	1							1																										50	40	30	-25	-25	-25	25	25					33	33	33	33	33	33	33	33	33	33	33	33	3				18	18	18	0	142	142	84	100	100	160	120	120	140	140				134	134	110	140	100	160	120	120	140	140				128	128	110	140	100	160	120	120	140	140																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2	ColdAttacks	Beast	Baboon	Beast	BB	1													2	3		7	12	1	24	59	79	baboon	baboon	10	15	12	9	40	40	40	33	33	33	25	30	35	65	65	70	20	20	20	2	2	3																			1	1									1			1	1							1																										50	40	30	-25	-25	-25	25	25					33	33	33	33	33	33	33	33	33	66	33	33	3				21	21	21	0	144	144	84	100	101	161	120	121	141	140				135	135	110	140	101	161	120	121	141	140				128	128	110	140	101	161	120	121	141	140																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3	PoisAttacks	Beast	Baboon	Beast	BB	1													2	4		8	13	1	26	60	80	baboon	baboon	10	15	12	9	40	40	40	33	33	33	25	30	35	70	70	75	30	30	30	2	2	3																			1	1									1			1	1							1																										50	40	30	-25	-25	-25	25	25					33	33	33	33	33	33	33	33	33	33	66	33	3				23	23	23	0	146	146	85	100	102	162	120	122	142	140				136	136	110	140	102	162	120	122	142	140				128	128	110	140	102	162	120	122	142	140																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4	Defender	Beast	Baboon	Beast	BB	1													3	4		8	13	1	29	61	81	baboon	baboon	10	15	12	9	40	40	40	33	33	33	25	30	35	75	75	80	40	40	40	2	2	3																			1	1									1			1	1							1																										50	40	30	-25	-25	-25	25	25					33	33	33	33	33	33	33	33	33	33	33	66	3				25	25	25	0	148	148	85	100	103	163	120	123	143	140				137	137	110	140	103	163	120	123	143	140				135	135	110	140	103	163	120	123	143	140																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5	LtngAttacks	Beast	Baboon	Beast	BB	1													4	4		9	14	1	31	62	82	baboon	baboon	10	15	12	9	40	40	40	33	33	33	25	30	35	80	80	85	50	50	50	2	2	3																			1	1									1			1	1							1																										50	40	30	-25	-25	-25	25	25					33	33	33	33	33	33	33	33	33	33	33	33	3				30	30	30	0	190	190	85	100	104	164	120	124	144	140				138	138	110	140	104	164	120	124	144	140				135	135	110	140	104	164	120	124	144	140																																														Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1	Defender	BeastHuman	Goatman	BeastHuman	GM	1													2	2		5	5	1	4	51	71	goatman	goatman	10	15	12	9	40	40	40	75	75	80	8	6	4	80	80	80																									1	1									1			1	1							1																										50	40	30	-25	-25	-25							25	25	25	25	25		25	25	66	25	25		2				5	5	5	0	142	142	51	100	106	140	100							125	125	60	120	106	140	100							128	128	60	120	106	140	100																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
goatman2	54	goatman1	goatman3	1	NightClan	goatman2	LtngAttacks	BeastHuman	Goatman	BeastHuman	GM	1													2	3		6	6	1	3	52	72	goatman	goatman	10	15	12	9	40	40	40	75	75	80	8	6	4	80	80	85																									1	1									1			1	1							1																										50	40	30	-25	-25	-25							25	25	25	25	25		25	25	25	66	25		2				7	7	7	0	144	144	51	100	108	142	102							126	126	60	120	108	142	102							128	128	60	120	108	142	102							A1	ltng					15	10	75		20	15	85																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman3	55	goatman1	goatman4	2	HellClan	goatman3	FireAttacks	BeastHuman	Goatman	BeastHuman	GM	1													3	3		7	7	1	10	53	73	goatman	goatman	10	15	12	9	40	40	40	80	80	85	8	6	4	80	85	90																									1	1									1			1	1							1																										50	40	30	-25	-25	-25							25	25	25	25	25		25	25	25	25	66		2				8	8	8	0	146	146	51	100	120	162	104							127	127	60	120	120	162	104							128	128	60	120	120	162	104							A1	fire					20	30	50		25	40	70																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman4	56	goatman1	goatman5	3	BloodClan	goatman4	Attacker	BeastHuman	Goatman	BeastHuman	GM	1													4	5		10	10	1	24	59	79	goatman	goatman	10	15	12	9	40	40	40	85	85	90	8	6	4	80	85	95																									1	1									1			1	1							1																										50	40	30	-25	-25	-25	25		33	33	33		33	33	33	33	33		33	33	33	33	33	66	2				19	19	19	0	175	175	51	100	124	166	125							128	128	60	120	124	166	125							128	128	60	120	124	166	125							A1	fire					25	30	50		30	40	70																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
goatman5	57	goatman1	goatman6	4	DeathClan	goatman5	Defender	BeastHuman	Goatman	BeastHuman	GM	1													3	4		9	9	1	12	54	74	goatman	goatman	10	15	12	9	40	40	40	80	80	85	8	6	4	80	90	99																									1	1									1			1	1							1																										50	40	30	-25	-25	-25		25	25					33	33	33	33			33	33	33	33		2				11	11	11	0	148	148	51	100	122	164	110							129	129	60	120	122	164	110							128	128	60	120	122	164	110																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman1	58	fallenshaman1	fallenshaman2	0	FallenShaman	fallenshaman1	FireShaman	Demon	FallenShaman	RaiserDesummoner	FS	1							fallen1			1	3	4	1	1		4	4	2	2	50	70	fallenshaman	fallenshaman	12	15	12	9	40	40	40	45	50	55	60	65	70	100	90	80	30	35	40	35	35	40																			1								1		1			1										Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			50	40	30	-25	-25	-25			33				33	33	66	33	33	33	33	33	66	33	33	33	2				4	4	4	0	78	78	84	100	34	101	101							121	121	75	160	34	101	101							128	128	75	160	34	101	101																																																	Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
fallenshaman2	59	fallenshaman1	fallenshaman3	1	CarverShaman	fallenshaman2	ColdShaman	Demon	FallenShaman	RaiserDesummoner	FS	1							fallen2			1	3	4	1	1		4	4	2	7	52	72	fallenshaman	fallenshaman	12	15	12	9	40	40	40	55	60	65	70	75	75	100	90	80	30	35	40	35	35	40																			1								1		1			1										Resurrect	seq_shamanresurrect	1	MonIceBolt	seq_shamanresurrect	1																			50	40	30	-25	-25	-25			33				33	33	66	33	33	33	33	33	66	33	33	33	2				7	7	7	0	80	80	84	100	41	121	93							122	122	75	160	41	121	93							128	128	75	160	41	121	93																																																	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
fallenshaman3	60	fallenshaman1	fallenshaman4	2	DevilkinShaman	fallenshaman3	LtngShaman	Demon	FallenShaman	RaiserDesummoner	FS	1							fallen3			1	3	4	1	1		5	5	2	11	53	73	fallenshaman	fallenshaman	12	15	12	9	40	40	40	65	70	75	80	85	85	100	90	80	30	35	40	35	35	40																			1								1		1			1										Resurrect	seq_shamanresurrect	1	ZakarumLightning	seq_shamanresurrect	1																			50	40	30	-25	-25	-25			33				33	33	66	33	33	33	33	33	66	33	33	33	2				10	10	10	0	82	82	84	100	43	115	95							123	123	75	160	43	115	95							128	128	75	160	43	115	95																																																	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman4	61	fallenshaman1	fallenshaman5	3	DarkShaman	fallenshaman4	PhysShaman	Demon	FallenShaman	RaiserDesummoner	FS	1							fallen4			1	3	4	1	1		5	5	2	13	56	76	fallenshaman	fallenshaman	12	15	12	9	40	40	40	70	80	85	85	90	90	100	90	80	30	35	40	35	35	40																			1								1		1			1										Resurrect	seq_shamanresurrect	1	FallenShamanSpikeBall	seq_shamanresurrect	1																			50	40	30	-25	-25	-25			33				33	33	66	33	33	33	33	33	66	33	33	33	2				12	12	12	0	84	84	84	100	51	113	92							124	124	75	160	51	113	92							143	143	75	160	51	113	92																																																	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman5	62	fallenshaman1	fallenshaman6	4	WarpedShaman	fallenshaman5	MightLeader	Demon	FallenShaman	raises Warped Fallen	FS	1							fallen5			1	5	6	1	1		6	6	1	36	68	88	fallenshaman	fallenshaman	12	15	12	9	40	40	40	75	85	90	90	90	95	100	90	80	30	35	40	35	35	40																			1								1		1			1										NihlathakCorpseExplosion	seq_shamanresurrect	7	Glacial Impale	seq_shamanresurrect	1																			50	40	30	-25	-25	-25	25	33	66	33	33	33	33	33	66	33	33	33	33	33	66	33	33	33	5				39	39	39	0	400	400	84	250	83	123	125							480	480	75	250	83	123	125							480	480	75	250	83	123	125																																																	Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
quillrat1	63	quillrat1	quillrat2	0	QuillRat	quillrat1	QuillRat	Beast	QuillRat	Beast	SI	1	1												1	2		3	3	2	1	50	70	quillrat	quillrat	10	15	12	9	40	40	40	30	40	40	50	50	50				2	2	2														spike1								1													1	1																																	100	75	50	-25	-25	-25																		66	2				3	3	3	0	60	60	84	75	50	100	101	20	30	150				86	86	80	95	52	102	101	40	50	150				90	90	80	95	52	102	101	50	60	150				A2	pois					15	10	15	50	20	20	25	75																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		Quill 1 (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
quillrat2	64	quillrat1	quillrat3	1	SpikeFiend	quillrat2	QuillRat	Beast	QuillRat	Beast	SI	1	1												2	3		3	3	2	7	52	72	quillrat	quillrat	10	15	12	9	40	40	40	35	40	40	55	55	60				2	2	2														spike2								1													1	1																																	100	75	50	-25	-25	-25																	66		2				6	6	6	0	75	75	84	75	26	126	102	25	35	151				87	87	80	95	28	128	102	40	50	151				90	90	80	95	28	128	102	50	60	151				A2	cold					5	25	40	100	15	35	60	150																													Quill 2	Act 1 Champ B	Act 1 Unique B		Quill 2 (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		Quill 2 (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
