name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	auto prefix	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	durability	*eol
Darkgold Dye	Darkgold Dye		0	100	0	0	1	1	0	1	25		x16		elx	dy16	16	1	1	0	0	0	flpyps	materials079			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				16							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Lightpurple Dye	Lightpurple Dye		0	100	0	0	1	1	0	1	25		x17		elx	dy17	16	1	1	0	0	0	flpyps	invpov			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				17							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Darkpurple Dye	Darkpurple Dye		0	100	0	0	1	1	0	1	25		x18		elx	dy18	16	1	1	0	0	0	flpyps	invpov			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				18							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Orange Dye	Orange Dye		0	100	0	0	1	1	0	1	25		x19		elx	dy19	16	1	1	0	0	0	flpyps	materials001			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				19							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Brightwhite Dye	Brightwhite Dye		0	100	0	0	1	1	0	1	25		x20		elx	dy20	16	1	1	0	0	0	flpyps	invwpl			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				20							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Dye	Dye		0	100	0	0	1	1	0	1	25		x21		elx	dy21	16	1	1	0	0	0	flpyps	invwpl			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				0							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Broken Skull	Broken Skull		0	100	0	0	999	0	0	1	0		bsku		rld	Broken Skull	16	2	2	0	0	0	flpbhm	invbhm			0	xxx			0	0	cha8		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
Arcanium	Arcanium		0	100	105	1	1	0	0	1	50000		arc		fng	arcan	16	1	1	0	0	0	flpfang	misc05h			0	xxx			0	0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	Arcaniumdesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
The Sightless Eye	The Sightless Eye		0	100	1	15	1	0	0	0	100		fap		lgl	The Sightless Eye	16	2	2	0	0	0	flplgl	invlgl			0	xxx			0	0	glov		item_gloves	12	item_gloves	1	0	5	0	0	0	0	0	0	0			0	-1															5	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						1	0
The Sightless Eye2	The Sightless Eye		0	100	1	65	1	0	0	0	100		fap		lgl	The Sightless Eye	16	2	2	0	0	0	flplgl	invlgl			0	xxx			0	0	glov		item_gloves	12	item_gloves	1	0	5	0	0	0	0	0	0	0			0	-1															5	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						1	0
The Sightless Eye3	The Sightless Eye		0	100	1	90	1	0	0	0	100		fap		lgl	The Sightless Eye	16	2	2	0	0	0	flplgl	invlgl			0	xxx			0	0	glov		item_gloves	12	item_gloves	1	0	5	0	0	0	0	0	0	0			0	-1															5	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						1	0
Griswold's Galoshes	Griswold's Galoshes		0	100	1	15	1	0	0	0	100		gri		vbt	Griswold's Galoshes	16	2	2	0	0	0	flpvbt	invvbt			0	xxx			0	0	boot		item_boots	12	item_boots	1	0	5	0	0	0	0	0	0	0			0	-1															5	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						1	0
Griswold's Galoshes2	Griswold's Galoshes		0	100	1	65	1	0	0	0	100		gri		vbt	Griswold's Galoshes	16	2	2	0	0	0	flpvbt	invvbt			0	xxx			0	0	boot		item_boots	12	item_boots	1	0	5	0	0	0	0	0	0	0			0	-1															5	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						1	0
Griswold's Galoshes3	Griswold's Galoshes		0	100	1	90	1	0	0	0	100		gri		vbt	Griswold's Galoshes	16	2	2	0	0	0	flpvbt	invvbt			0	xxx			0	0	boot		item_boots	12	item_boots	1	0	5	0	0	0	0	0	0	0			0	-1															5	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						1	0
Heavily Corroded Ring	Heavily Corroded Ring		0	100	1	0	1	0	0	1	100		cra		rin	rin	16	1	1	1	1	1	flprin	invrin			0	xxx			0	0	ring		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Heavily Corroded Ring2	Heavily Corroded Ring		0	100	1	0	1	0	0	1	100		crb		rin	rin	16	1	1	1	1	1	flprin	invrin			0	xxx			0	0	ring		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Heavily Corroded Ring3	Heavily Corroded Ring		0	100	1	0	1	0	0	1	100		crc		rin	rin	16	1	1	1	1	1	flprin	invrin			0	xxx			0	0	ring		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Radiant Bilestone	Radiant Bilestone		0	100	1	0	1	0	0	1	100		cr2		rin	rin	16	1	1	1	1	1	flprin	invrin6u			0	xxx			0	0	ring		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Radiant Bilestone2	Radiant Bilestone		0	100	1	0	1	0	0	1	100		cr3		rin	rin	16	1	1	1	1	1	flprin	invrin6u			0	xxx			0	0	ring		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Radiant Bilestone3	Radiant Bilestone		0	100	1	0	1	0	0	1	100		cr4		rin	rin	16	1	1	1	1	1	flprin	invrin6u			0	xxx			0	0	ring		item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Corrupted Obsidian	Corrupted Obsidian		0	100	0	0	999	0	0	1	0		cm69		rld	Corrupted Obsidian	16	1	1	0	0	0	flpgsw	sphere			0	xxx			0	0	cha8		item_monsterbone	12	item_monsterbone	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
Wirtsheart	Wirtsheart		0	100	0	0	999	0	0	1	0		cm70		rda	guts	16	1	2	0	0	0	flphrt	Wirtsheart			0	xxx			0	0	cha8		item_monsterguts	12	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
BartucCharm	BartucCharm		0	100	1	0	999	1	0	1	0		cm22		rgd	cm3	16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Uber Charm	Uber Charm		0	100	1	1	1	0	0	1	2000	2000000	cmv1		rld	Uber Charm	16	1	1	0	0	0	flpchm1	invchm			0	xxx			0	0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Uber Charm2	Uber Charm2		0	100	1	1	1	0	0	1	2000	2000000	cmv2		rld	Uber Charm2	16	1	1	0	0	0	flpchm1	invchm			0	xxx			0	0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Uber Charm3	Uber Charm3		0	100	1	1	1	0	0	1	2000	2000000	cmv3		rld	Uber Charm3	16	1	1	0	0	0	flpchm1	invchm			0	xxx			0	0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
runebag1	runebag1		0	100	0	0	999	0	0	1	0		cmx1		bsh	cmx1	16	1	2	0	0	0	flpsple	invcmx			0	xxx			0	0	misc		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0			0	-1												1	cmx1desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
runebag1	runebag2		0	100	0	0	999	0	0	1	0		cmx2		bsh	cmx2	16	1	2	0	0	0	flpsple	invcmx2			0	xxx			0	0	misc		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0			0	-1												1	cmx2desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
runebag1	runebag3		0	100	0	0	999	0	0	1	0		cmx3		bsh	cmx3	16	1	2	0	0	0	flpsple	invcmx3			0	xxx			0	0	misc		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0			0	-1												1	cmx3desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
rr01	rr01		1	0	0	0	9	1	0	1	1		rr01		jaw	rr01	16	1	1	0	0	0	flpjaw	invrElr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr02	rr02		1	0	0	0	9	1	0	1	1		rr02		jaw	rr02	16	1	1	0	0	0	flpjaw	invrEldr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr03	rr03		1	0	0	0	9	1	0	1	1		rr03		jaw	rr03	16	1	1	0	0	0	flpjaw	invrTirr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr04	rr04		1	0	0	0	9	1	0	1	1		rr04		jaw	rr04	16	1	1	0	0	0	flpjaw	invrNefr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr05	rr05		1	0	0	0	9	1	0	1	1		rr05		jaw	rr05	16	1	1	0	0	0	flpjaw	invrEthr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr06	rr06		1	0	0	0	9	1	0	1	1		rr06		jaw	rr06	16	1	1	0	0	0	flpjaw	invrIthr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr07	rr07		1	0	0	0	9	1	0	1	1		rr07		jaw	rr07	16	1	1	0	0	0	flpjaw	invrTalr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr08	rr08		1	0	0	0	9	1	0	1	1		rr08		jaw	rr08	16	1	1	0	0	0	flpjaw	invrRalr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr09	rr09		1	0	0	0	9	1	0	1	1		rr09		jaw	rr09	16	1	1	0	0	0	flpjaw	invrOrtr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr10	rr10		1	0	0	0	9	1	0	1	1		rr10		jaw	rr10	16	1	1	0	0	0	flpjaw	invrThulr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr11	rr11		1	0	0	0	9	1	0	1	1		rr11		jaw	rr11	16	1	1	0	0	0	flpjaw	invrAmnr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr12	rr12		1	0	0	0	9	1	0	1	1		rr12		jaw	rr12	16	1	1	0	0	0	flpjaw	invrSolr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr13	rr13		1	0	0	0	9	1	0	1	1		rr13		jaw	rr13	16	1	1	0	0	0	flpjaw	invrShaer			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr14	rr14		1	0	0	0	9	1	0	1	1		rr14		jaw	rr14	16	1	1	0	0	0	flpjaw	invrDolr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr15	rr15		1	0	0	0	9	1	0	1	1		rr15		jaw	rr15	16	1	1	0	0	0	flpjaw	invrHelr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr16	rr16		1	0	0	0	9	1	0	1	1		rr16		jaw	rr16	16	1	1	0	0	0	flpjaw	invrIor			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr17	rr17		1	0	0	0	9	1	0	1	1		rr17		jaw	rr17	16	1	1	0	0	0	flpjaw	invrLumr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr18	rr18		1	0	0	0	9	1	0	1	1		rr18		jaw	rr18	16	1	1	0	0	0	flpjaw	invrKor			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr19	rr19		1	0	0	0	9	1	0	1	1		rr19		jaw	rr19	16	1	1	0	0	0	flpjaw	invrFalr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr20	rr20		1	0	0	0	9	1	0	1	1		rr20		jaw	rr20	16	1	1	0	0	0	flpjaw	invrLemr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr21	rr21		1	0	0	0	9	1	0	1	1		rr21		jaw	rr21	16	1	1	0	0	0	flpjaw	invrPulr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr22	rr22		1	0	0	0	9	1	0	1	1		rr22		jaw	rr22	16	1	1	0	0	0	flpjaw	invrUmr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr23	rr23		1	0	0	0	9	1	0	1	1		rr23		jaw	rr23	16	1	1	0	0	0	flpjaw	invrMalr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr24	rr24		1	0	0	0	9	1	0	1	1		rr24		jaw	rr24	16	1	1	0	0	0	flpjaw	invrIstr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr25	rr25		1	0	0	0	9	1	0	1	1		rr25		jaw	rr25	16	1	1	0	0	0	flpjaw	invrGulr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr26	rr26		1	0	0	0	9	1	0	1	1		rr26		jaw	rr26	16	1	1	0	0	0	flpjaw	invrVexr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr27	rr27		1	0	0	0	9	1	0	1	1		rr27		jaw	rr27	16	1	1	0	0	0	flpjaw	invrOhmr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr28	rr28		1	0	0	0	9	1	0	1	1		rr28		jaw	rr28	16	1	1	0	0	0	flpjaw	invrLor			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr29	rr29		1	0	0	0	9	1	0	1	1		rr29		jaw	rr29	16	1	1	0	0	0	flpjaw	invrSurr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr30	rr30		1	0	0	0	9	1	0	1	1		rr30		jaw	rr30	16	1	1	0	0	0	flpjaw	invrBerr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr31	rr31		1	0	0	0	9	1	0	1	1		rr31		jaw	rr31	16	1	1	0	0	0	flpjaw	invrJor			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr32	rr32		1	0	0	0	9	1	0	1	1		rr32		jaw	rr32	16	1	1	0	0	0	flpjaw	invrChamr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
rr33	rr33		1	0	0	0	9	1	0	1	1		rr33		jaw	rr33	16	1	1	0	0	0	flpjaw	invrZodr			0	xxx			0	0	retr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	retriever		0	0	0	non	0					255	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
